93,41,82,159,63,9,144,46,19,143,160,309,127,63,6,10,199,207,-1
86,34,62,140,61,7,122,54,17,127,141,223,112,64,2,14,200,208,-1
88,46,74,171,68,6,152,43,19,148,180,349,192,71,5,11,189,195,-1
89,42,85,144,58,10,152,44,19,144,173,345,161,72,8,13,187,197,-1
94,49,79,203,71,5,174,37,21,154,196,465,206,71,6,2,197,199,-1
96,55,103,201,65,9,204,32,23,166,227,624,246,74,6,2,186,194,1
84,47,75,153,64,6,154,43,19,145,175,354,184,75,0,3,185,192,-1
94,43,64,173,69,7,150,43,19,142,169,344,177,68,9,1,199,206,-1
87,39,70,148,61,7,143,46,18,136,164,307,141,69,1,2,192,199,-1
99,53,105,219,66,11,204,32,23,165,221,623,224,68,0,6,191,201,-1
85,45,80,154,64,9,147,45,19,148,169,324,174,71,1,4,188,199,-1
83,36,54,119,57,6,128,53,18,125,143,238,139,82,6,3,179,183,-1
107,54,98,203,65,11,218,31,25,167,229,696,216,72,1,28,187,199,-1
100,46,90,172,67,9,157,43,20,150,170,363,184,67,17,7,192,200,-1
90,48,86,306,126,49,153,44,19,156,272,346,200,118,0,15,185,194,-1
94,49,87,137,54,11,158,43,20,162,178,366,186,75,5,5,183,194,-1
93,46,82,145,58,11,159,43,20,160,180,371,189,77,2,4,183,194,-1
89,47,81,147,64,11,156,44,20,163,170,352,188,76,6,13,184,193,-1
101,56,104,185,53,6,257,26,28,168,275,956,230,83,5,26,180,184,-1
97,44,96,195,63,9,185,36,22,144,202,512,165,66,4,8,191,199,-1
89,42,89,147,61,11,151,44,19,145,170,338,163,72,11,23,187,199,-1
101,53,103,203,63,9,195,34,22,162,210,571,210,68,5,5,191,198,1
86,37,60,115,54,5,119,56,17,132,141,209,129,72,2,8,186,190,-1
94,38,84,158,55,9,169,39,20,130,196,430,155,69,9,15,190,195,1
94,48,87,162,64,10,157,43,20,161,179,363,186,75,4,15,184,195,-1
84,45,66,154,65,6,145,46,19,144,168,312,177,73,2,3,184,188,-1
87,44,65,124,56,6,149,46,19,144,170,321,171,87,4,12,179,182,-1
92,38,60,130,62,5,114,58,17,132,135,194,137,72,14,5,190,194,-1
99,46,105,209,64,11,197,34,23,152,212,575,159,65,0,33,194,205,1
77,38,75,144,59,6,147,46,19,132,167,315,136,80,16,20,181,187,1
93,43,85,133,54,10,155,44,19,153,174,351,165,75,12,13,184,196,-1
85,43,64,128,56,8,150,46,19,144,168,324,173,82,9,14,180,184,-1
