93,41,82,159,63,9,144,46,19,143,160,309,127,63,6,10,199,207,-1
89,42,85,144,58,10,152,44,19,144,173,345,161,72,8,13,187,197,-1
99,53,105,219,66,11,204,32,23,165,221,623,224,68,0,6,191,201,-1
107,54,98,203,65,11,218,31,25,167,229,696,216,72,1,28,187,199,-1
87,38,85,177,61,8,164,40,20,129,186,402,130,63,1,25,198,205,1
106,53,98,176,54,10,216,31,24,171,235,691,218,74,1,9,187,197,-1
85,42,66,122,54,6,148,46,19,141,172,317,174,88,6,14,180,182,-1
98,55,101,228,70,9,210,31,24,168,236,661,245,72,1,6,188,197,1
107,53,103,221,66,11,209,32,24,163,222,653,212,66,0,1,191,201,1
85,39,68,119,52,5,128,53,18,135,148,241,142,75,8,8,182,187,-1
103,50,98,212,63,9,193,34,22,161,214,567,185,64,5,5,198,204,1
83,42,66,156,67,7,150,45,19,144,174,333,159,78,4,2,182,188,-1
96,55,98,161,54,10,215,31,24,175,226,683,221,76,3,6,185,193,1
97,59,108,227,70,11,224,30,25,186,225,732,218,70,10,25,186,198,1
73,37,53,111,54,6,126,55,18,128,135,227,147,82,1,15,176,184,1
89,44,68,113,50,7,150,45,19,147,171,328,189,88,6,5,179,182,-1
89,42,80,151,62,6,144,46,19,139,166,308,170,74,17,13,185,189,-1
82,45,66,252,126,52,148,45,19,144,237,326,185,119,1,1,181,185,-1
94,42,68,150,64,7,128,52,18,143,154,246,159,69,14,5,192,196,-1
108,53,103,202,64,10,220,30,25,168,224,711,214,73,11,10,188,199,-1
80,44,68,135,59,8,150,45,19,145,170,329,173,80,7,12,180,185,-1
99,48,79,199,68,6,185,35,22,153,202,524,171,74,5,8,195,195,-1
88,35,50,121,58,5,114,59,17,122,132,192,138,74,21,4,182,187,1
109,53,109,221,69,12,221,31,25,169,226,712,212,72,13,28,188,201,-1
89,42,70,148,62,7,147,45,19,143,176,323,153,76,2,6,186,189,-1
95,45,80,186,62,7,164,40,20,145,188,406,178,65,11,18,199,204,1
103,54,107,218,64,12,222,30,25,174,221,728,199,67,0,18,189,200,1
100,46,85,164,64,11,163,42,20,163,176,387,170,71,18,0,189,196,-1
110,56,103,223,64,5,250,26,27,169,280,928,239,85,4,6,184,183,-1
82,38,53,125,59,5,133,51,18,128,152,259,146,87,0,0,177,183,1
110,51,104,191,57,12,213,31,24,162,226,674,190,68,18,2,191,199,-1
82,45,68,139,64,6,147,46,19,143,169,320,184,80,0,1,181,184,-1
88,40,78,186,73,6,158,41,20,134,185,379,148,73,1,11,193,197,-1
102,54,106,221,68,11,207,32,24,164,228,638,238,71,0,26,189,200,-1
84,35,53,122,57,4,116,59,17,123,135,196,128,76,10,27,183,190,-1
91,42,81,193,69,5,169,38,20,137,184,434,156,68,3,23,198,204,-1
97,48,94,198,63,9,181,36,21,155,200,494,189,64,20,11,199,203,1
93,43,76,149,57,7,149,44,19,143,172,335,176,69,14,0,189,194,-1
81,46,71,130,56,7,153,44,19,149,172,342,191,81,3,14,180,186,-1
103,55,100,194,62,11,212,31,24,175,217,666,219,73,10,14,187,194,1
85,42,64,121,55,7,149,46,19,146,167,323,172,85,1,6,179,182,-1
86,37,69,150,63,8,138,48,18,134,163,284,124,71,1,6,189,195,-1
90,41,71,169,68,7,150,44,19,138,175,336,157,71,3,18,192,197,-1
104,49,89,168,54,4,212,31,24,153,238,682,198,78,1,23,190,189,-1
84,44,77,150,59,5,152,44,19,143,175,344,177,77,8,2,183,187,-1
83,44,68,144,61,8,147,45,19,143,170,325,180,74,1,1,185,191,-1
79,47,74,141,61,7,153,43,19,149,175,349,199,77,6,10,183,189,-1
89,36,77,172,62,8,157,42,19,125,174,367,126,63,5,22,198,205,1
93,41,75,124,51,7,140,49,18,141,164,284,149,77,5,15,184,185,-1
93,47,85,161,65,12,155,43,19,157,179,354,178,76,2,9,184,196,-1
91,36,77,157,56,7,155,42,19,126,177,361,123,65,8,15,195,201,-1
89,40,60,131,56,6,118,56,17,137,143,209,153,65,10,8,193,199,-1
89,35,70,138,58,7,126,53,17,128,147,237,112,64,4,19,199,207,-1
103,49,100,194,60,10,185,35,22,160,202,518,178,62,13,8,198,208,-1
83,46,73,137,59,6,148,45,19,146,167,327,183,75,8,0,185,191,-1
109,54,109,225,68,11,214,31,24,169,226,675,212,68,11,32,189,202,-1
94,37,73,186,71,7,154,42,19,127,171,362,132,67,2,8,197,206,-1
