0.07,0.4,0.48,0.5,0.54,0.35,0.44,-1
0.23,0.32,0.48,0.5,0.55,0.25,0.35,-1
0.42,0.4,0.48,0.5,0.56,0.18,0.3,-1
0.51,0.5,0.48,0.5,0.46,0.32,0.35,-1
0.36,0.39,0.48,0.5,0.48,0.22,0.23,-1
0.61,0.45,0.48,0.5,0.48,0.35,0.41,-1
0.42,0.35,0.48,0.5,0.58,0.15,0.27,-1
0.29,0.3,0.48,0.5,0.45,0.03,0.17,-1
0.22,0.36,0.48,0.5,0.35,0.39,0.47,-1
0.42,0.38,0.48,0.5,0.54,0.34,0.43,-1
0.25,0.37,0.48,0.5,0.41,0.33,0.42,-1
0.29,0.41,0.48,0.5,0.48,0.38,0.46,-1
0.34,0.28,0.48,0.5,0.41,0.35,0.44,-1
0.41,0.43,0.48,0.5,0.45,0.31,0.41,-1
0.34,0.55,0.48,0.5,0.58,0.31,0.41,-1
0.5,0.49,0.48,0.5,0.49,0.46,0.53,-1
0.52,0.44,0.48,0.5,0.37,0.36,0.42,-1
0.5,0.51,0.48,0.5,0.27,0.23,0.34,-1
0.34,0.46,0.48,0.5,0.52,0.35,0.44,-1
0.41,0.43,0.48,0.5,0.5,0.24,0.25,-1
0.3,0.45,0.48,0.5,0.36,0.21,0.32,-1
0.65,0.55,0.48,0.5,0.34,0.37,0.28,-1
0.51,0.46,0.48,0.5,0.58,0.31,0.41,-1
0.38,0.4,0.48,0.5,0.63,0.25,0.35,-1
0.24,0.57,0.48,0.5,0.63,0.34,0.43,-1
0.32,0.33,0.48,0.5,0.6,0.06,0.2,-1
0.35,0.34,0.48,0.5,0.46,0.3,0.27,-1
0.41,0.51,0.48,0.5,0.58,0.2,0.31,-1
0.23,0.34,0.48,0.5,0.43,0.26,0.37,-1
0.27,0.42,0.48,0.5,0.37,0.38,0.43,-1
0.23,0.48,0.48,0.5,0.59,0.88,0.89,-1
0.46,0.61,0.48,0.5,0.48,0.86,0.87,-1
0.54,0.49,0.48,0.5,0.4,0.87,0.88,-1
0.5,0.66,0.48,0.5,0.31,0.92,0.92,-1
0.66,0.53,0.48,0.5,0.59,0.66,0.66,-1
0.34,0.51,0.48,0.5,0.67,0.9,0.9,-1
0.6,0.5,1,0.5,0.54,0.77,0.8,-1
0.12,0.43,0.48,0.5,0.63,0.7,0.74,-1
0.41,0.51,0.48,0.5,0.53,0.75,0.78,-1
0.34,0.67,0.48,0.5,0.52,0.76,0.79,-1
0.6,0.46,0.48,0.5,0.45,0.81,0.83,-1
0.58,0.55,0.48,0.5,0.57,0.7,0.74,-1
0.36,0.47,0.48,0.5,0.51,0.69,0.72,-1
0.31,0.44,0.48,0.5,0.5,0.79,0.82,-1
0.68,0.51,0.48,0.5,0.71,0.75,0.78,-1
0.52,0.54,0.48,0.5,0.62,0.76,0.79,-1
0.63,0.75,0.48,0.5,0.64,0.73,0.66,-1
0.63,0.49,0.48,0.5,0.54,0.76,0.79,-1
0.66,0.48,0.48,0.5,0.54,0.7,0.74,1
0.64,0.46,0.48,0.5,0.48,0.73,0.76,1
0.7,0.53,0.48,0.5,0.7,0.86,0.87,1
0.81,0.52,0.48,0.5,0.57,0.78,0.8,1
0.73,0.26,0.48,0.5,0.57,0.75,0.78,1
0.86,0.55,0.48,0.5,0.63,0.81,0.83,1
0.67,0.88,0.48,0.5,0.73,0.5,0.25,-1
0.61,0.75,0.48,0.5,0.51,0.33,0.33,-1
0.65,0.51,0.48,0.5,0.66,0.54,0.33,-1
0.6,0.76,1,0.5,0.77,0.59,0.52,-1
0.7,0.61,0.48,0.5,0.56,0.52,0.43,-1
0.66,0.86,0.48,0.5,0.34,0.41,0.36,-1
0.67,0.81,0.48,0.5,0.25,0.42,0.25,-1
0.71,0.86,0.48,0.5,0.4,0.54,0.32,-1
0.68,0.78,0.48,0.5,0.43,0.44,0.42,-1
0.69,0.8,0.48,0.5,0.46,0.57,0.26,-1
0.66,0.71,0.48,0.5,0.41,0.5,0.35,-1
0.61,0.6,0.48,0.5,0.44,0.39,0.38,-1
0.59,0.61,0.48,0.5,0.42,0.42,0.37,-1
