0.58,0.61,0.47,0.13,0.5,0,0.48,0.22,-1
0.5,0.54,0.53,0.54,0.5,0,0.51,0.27,-1
0.67,0.62,0.54,0.43,0.5,0,0.53,0.22,-1
0.58,0.58,0.58,0.49,0.5,0,0.49,0.26,-1
0.46,0.43,0.38,0.33,0.5,0,0.48,0.28,-1
0.5,0.52,0.6,0.51,0.5,0,0.48,0.22,-1
0.5,0.4,0.56,0.7,0.5,0,0.5,0.22,-1
0.55,0.45,0.45,0.54,0.5,0,0.5,0.22,-1
0.53,0.53,0.6,0.13,0.5,0,0.49,0.22,-1
0.44,0.68,0.45,0.51,0.5,0,0.52,0.41,-1
0.57,0.59,0.5,0.58,0.5,0,0.53,0.22,-1
0.38,0.46,0.52,0.75,0.5,0,0.5,0.26,-1
0.51,0.52,0.48,0.5,0.5,0,0.51,0.22,-1
0.47,0.63,0.66,0.45,0.5,0,0.37,0.11,-1
0.59,0.57,0.46,0.14,0.5,0,0.52,0.22,-1
0.52,0.62,0.54,0.19,0.5,0,0.5,0.22,-1
0.68,0.5,0.55,0.65,0.5,0,0.46,0.31,-1
0.41,0.41,0.51,0.19,0.5,0,0.57,0.22,-1
0.32,0.47,0.55,0.25,0.5,0,0.49,0.22,-1
0.67,0.51,0.54,0.21,0.5,0,0.43,0.3,-1
0.42,0.53,0.53,0.64,0.5,0,0.47,0.22,-1
0.6,0.51,0.6,0.38,0.5,0.83,0.52,0.24,-1
0.45,0.38,0.64,0.14,0.5,0,0.54,0.22,-1
0.36,0.38,0.56,0.44,0.5,0,0.48,0.22,-1
0.55,0.5,0.6,0.31,0.5,0,0.46,0.27,-1
0.65,0.53,0.55,0.52,0.5,0,0.47,0.27,-1
0.55,0.59,0.47,0.64,0.5,0,0.54,0.33,-1
0.43,0.32,0.5,0.29,0.5,0,0.5,0.22,-1
0.51,0.48,0.51,0.43,0.5,0,0.49,0.22,-1
0.63,0.47,0.56,0.12,0.5,0,0.5,0.22,-1
0.46,0.46,0.56,0.12,0.5,0,0.55,0.22,-1
0.51,0.46,0.54,0.41,0.5,0,0.53,0.22,-1
0.53,0.61,0.51,0.49,0.5,0,0.54,0.27,-1
0.6,0.54,0.54,0.53,0.5,0,0.52,0.27,-1
0.45,0.58,0.59,0.44,0.5,0,0.56,0.22,-1
0.5,0.32,0.49,0.49,0.5,0,0.48,0.32,-1
0.48,0.52,0.49,0.35,0.5,0.5,0.51,0.22,-1
0.6,0.59,0.47,0.47,0.5,0,0.53,0.22,-1
0.53,0.51,0.55,0.57,0.5,0,0.46,0.22,-1
0.54,0.64,0.4,0.56,0.5,0,0.51,0.22,-1
0.56,0.59,0.45,0.15,0.5,0,0.54,0.22,-1
0.47,0.56,0.53,0.44,0.5,0,0.53,0.22,-1
0.55,0.41,0.67,0.61,0.5,0,0.49,0.14,-1
0.53,0.45,0.52,0.29,0.5,0,0.55,0.38,-1
0.56,0.71,0.47,0.21,0.5,0,0.52,0.22,-1
0.72,0.61,0.45,0.3,0.5,0,0.54,0.25,-1
0.43,0.57,0.51,0.49,0.5,0,0.48,0.22,-1
0.57,0.61,0.55,0.67,0.5,0,0.48,0.22,-1
0.37,0.51,0.57,0.4,0.5,0,0.48,0.27,-1
0.49,0.52,0.53,0.7,0.5,0,0.51,0.22,-1
0.45,0.53,0.47,0.43,0.5,0,0.5,0.27,-1
0.23,0.37,0.32,0.13,0.5,0,0.53,0.22,-1
0.46,0.61,0.55,0.29,0.5,0,0.49,0.22,-1
0.28,0.58,0.21,0.13,0.5,0,0.51,0.22,-1
0.38,0.5,0.37,0.26,0.5,0,0.43,0.22,-1
0.44,0.59,0.36,0.16,0.5,0,0.52,0.22,-1
0.26,0.5,0.33,0.28,0.5,0,0.51,0.22,-1
0.47,0.54,0.37,0.14,0.5,0,0.5,0.22,-1
0.55,0.42,0.34,0.3,0.5,0,0.52,0.22,-1
0.51,0.55,0.35,0.16,0.5,0,0.51,0.47,-1
0.46,0.35,0.33,0.17,0.5,0,0.55,0.22,-1
0.44,0.51,0.37,0.15,0.5,0,0.51,0.22,-1
0.49,0.31,0.34,0.13,0.5,0,0.52,0.22,-1
0.34,0.4,0.3,0.23,0.5,0,0.51,0.22,-1
0.43,0.44,0.3,0.18,0.5,0,0.51,0.22,-1
0.31,0.3,0.34,0.19,0.5,0,0.55,0.3,-1
0.39,0.49,0.3,0.19,0.5,0,0.52,0.31,-1
0.58,0.53,0.33,0.26,0.5,0,0.51,0.22,-1
0.52,0.55,0.39,0.09,1,0,0.55,0.25,-1
