0.58,0.61,0.47,0.13,0.5,0,0.48,0.22,-1
0.5,0.54,0.48,0.65,0.5,0,0.53,0.22,-1
0.6,0.4,0.52,0.46,0.5,0,0.53,0.22,-1
0.66,0.55,0.45,0.19,0.5,0,0.46,0.22,-1
0.51,0.51,0.52,0.51,0.5,0,0.54,0.22,-1
0.63,0.67,0.57,0.24,0.5,0,0.49,0.22,-1
0.6,0.5,0.44,0.61,0.5,0,0.47,0.22,-1
0.49,0.42,0.56,0.55,0.5,0,0.42,0.25,-1
0.63,0.53,0.54,0.4,0.5,0,0.5,0.22,-1
0.5,0.54,0.53,0.54,0.5,0,0.51,0.27,-1
0.5,0.58,0.46,0.46,0.5,0,0.46,0.22,-1
0.54,0.52,0.63,0.37,0.5,0,0.46,0.22,-1
0.46,0.38,0.47,0.22,0.5,0,0.52,0.27,-1
0.45,0.45,0.5,0.6,0.5,0,0.49,0.22,-1
0.47,0.41,0.66,0.26,0.5,0,0.53,0.22,-1
0.71,0.59,0.48,0.43,0.5,0,0.59,0.22,-1
0.46,0.43,0.38,0.33,0.5,0,0.48,0.28,-1
0.59,0.61,0.34,0.22,0.5,0,0.51,0.22,-1
0.5,0.52,0.6,0.51,0.5,0,0.48,0.22,-1
0.49,0.6,0.43,0.56,0.5,0,0.36,0.22,-1
0.37,0.58,0.44,0.51,0.5,0,0.44,0.22,-1
0.53,0.53,0.6,0.13,0.5,0,0.49,0.22,-1
0.38,0.46,0.52,0.75,0.5,0,0.5,0.26,-1
0.67,0.51,0.53,0.28,0.5,0,0.51,0.22,-1
0.54,0.51,0.54,0.52,0.5,0,0.47,0.25,-1
0.53,0.5,0.54,0.56,0.5,0,0.49,0.41,-1
0.47,0.54,0.54,0.48,0.5,0,0.53,0.26,-1
0.6,0.46,0.59,0.16,0.5,0,0.49,0.22,-1
0.36,0.38,0.56,0.44,0.5,0,0.48,0.22,-1
0.53,0.52,0.61,0.35,0.5,0,0.5,0.22,-1
0.58,0.53,0.5,0.53,0.5,0,0.47,0.31,-1
0.49,0.44,0.45,0.55,0.5,0,0.48,0.22,-1
0.63,0.47,0.56,0.12,0.5,0,0.5,0.22,-1
0.48,0.45,0.59,0.35,0.5,0,0.55,0.3,-1
0.47,0.54,0.53,0.77,0.5,0,0.52,0.36,-1
0.49,0.45,0.54,0.4,0.5,0,0.55,0.22,-1
0.38,0.31,0.59,0.19,0.5,0,0.46,0.22,-1
0.68,0.53,0.44,0.31,0.5,0,0.51,0.22,-1
0.47,0.56,0.46,0.5,0.5,0,0.51,0.22,-1
0.52,0.54,0.47,0.49,0.5,0,0.54,0.22,-1
0.56,0.65,0.49,0.56,0.5,0,0.49,0.22,-1
0.47,0.58,0.47,0.52,0.5,0,0.54,0.22,-1
0.47,0.52,0.54,0.25,0.5,0,0.54,0.29,-1
0.56,0.59,0.45,0.15,0.5,0,0.54,0.22,-1
0.47,0.56,0.53,0.44,0.5,0,0.53,0.22,-1
0.51,0.5,0.49,0.45,0.5,0,0.48,0.22,-1
0.55,0.41,0.67,0.61,0.5,0,0.49,0.14,-1
0.51,0.39,0.56,0.55,0.5,0,0.46,0.64,-1
0.58,0.67,0.49,0.16,0.5,0,0.47,0.28,-1
0.5,0.61,0.44,0.2,0.5,0,0.49,0.22,-1
0.59,0.6,0.49,0.43,0.5,0,0.53,0.31,-1
0.57,0.58,0.58,0.35,0.5,0,0.49,0.22,-1
0.49,0.52,0.53,0.7,0.5,0,0.51,0.22,-1
0.23,0.37,0.32,0.13,0.5,0,0.53,0.22,-1
0.42,0.42,0.42,0.2,0.5,0,0.49,0.22,-1
0.34,0.42,0.3,0.23,0.5,0,0.53,0.22,-1
0.51,0.55,0.35,0.16,0.5,0,0.51,0.47,-1
0.54,0.55,0.42,0.22,0.5,0,0.48,0.22,-1
0.42,0.52,0.4,0.17,0.5,0,0.5,0.26,-1
0.53,0.68,0.34,0.42,0.5,0,0.54,0.27,-1
0.39,0.37,0.33,0.23,0.5,0,0.53,0.26,-1
0.53,0.51,0.36,0.13,0.5,0,0.52,0.22,-1
0.27,0.49,0.36,0.26,0.5,0,0.49,0.26,-1
0.36,0.33,0.38,0.15,0.5,0,0.55,0.36,-1
0.57,0.5,0.4,0.08,0.5,0,0.47,0.22,-1
0.38,0.42,0.31,0.35,0.5,0,0.52,0.22,-1
0.46,0.48,0.38,0.22,0.5,0,0.39,0.45,-1
0.59,0.48,0.41,0.53,0.5,0,0.48,0.56,-1
0.65,0.62,0.26,0.33,0.5,0,0.55,0.22,-1
0.35,0.32,0.31,0.16,0.5,0,0.56,0.22,-1
0.39,0.56,0.34,0.18,0.5,0,0.49,0.22,-1
0.32,0.45,0.39,0.14,0.5,0,0.45,0.22,-1
0.38,0.37,0.36,0.14,0.5,0,0.54,0.22,-1
0.5,0.63,0.45,0.13,0.5,0,0.45,0.32,-1
0.2,0.6,0.5,0.29,0.5,0,0.51,0.22,-1
0.52,0.46,0.34,0.2,0.5,0,0.51,0.25,-1
0.39,0.44,0.28,0.12,0.5,0,0.46,0.27,-1
0.48,0.43,0.45,0.17,0.5,0,0.48,0.37,-1
0.39,0.81,0.35,0.28,0.5,0,0.51,0.45,-1
0.38,0.67,0.33,0.17,0.5,0,0.51,0.22,-1
0.82,0.75,0.54,0.23,0.5,0,0.46,0.22,-1
0.77,0.78,0.51,0.28,0.5,0,0.33,0.22,-1
0.83,0.81,0.45,0.38,0.5,0,0.4,0.26,-1
0.75,0.76,0.58,0.22,0.5,0,0.49,0.22,-1
0.74,0.57,0.51,0.28,0.5,0,0.58,0.22,-1
0.7,0.65,0.54,0.28,0.5,0,0.6,0.4,-1
0.63,0.55,0.53,0.51,0.5,0,0.55,0.22,-1
0.65,0.58,0.53,0.21,0.5,0,0.51,0.22,-1
0.57,0.47,0.48,0.17,0.5,0,0.52,0.26,-1
0.69,0.7,0.5,0.3,0.5,0,0.54,0.22,-1
0.4,0.36,0.32,0.16,0.5,0,0.51,0.27,-1
0.85,0.56,0.33,0.38,1,0,0.55,0.25,-1
0.7,0.84,0.49,0.28,1,0,0.58,0.22,-1
0.86,0.68,0.39,0.24,0.5,0,0.54,0.22,1
0.92,0.61,0.4,0.22,0.5,0,0.54,0.22,1
0.73,0.55,0.41,0.16,0.5,0,0.46,0.22,1
0.69,0.48,0.38,0.15,0.5,0,0.55,0.22,1
0.68,0.5,0.43,0.27,0.5,0,0.61,0.22,1
0.89,0.82,0.6,0.49,0.5,0,0.55,0.22,1
0.66,0.66,0.32,0.54,0.5,0,0.51,0.22,1
0.43,0.38,0.38,0.12,0.5,0,0.5,0.22,1
0.97,0.71,0.29,0.42,0.5,0,0.35,0.22,1
0.55,0.52,0.44,0.2,0.5,0,0.56,0.22,1
0.71,0.51,0.49,0.23,0.5,0,0.3,0.32,1
0.86,0.78,0.34,0.15,0.5,0,0.53,0.22,1
0.86,0.74,0.51,0.4,0.5,0,0.55,0.22,1
