0.25,0.48,0.48,0.5,0.44,0.17,0.29,-1
0.51,0.5,0.48,0.5,0.46,0.32,0.35,-1
0.22,0.43,0.48,0.5,0.48,0.16,0.28,-1
0.25,0.4,0.48,0.5,0.46,0.44,0.52,-1
0.23,0.4,0.48,0.5,0.39,0.28,0.38,-1
0.41,0.57,0.48,0.5,0.39,0.21,0.32,-1
0.51,0.54,0.48,0.5,0.41,0.34,0.43,-1
0.43,0.39,0.48,0.5,0.47,0.31,0.41,-1
0.53,0.38,0.48,0.5,0.44,0.26,0.36,-1
0.56,0.51,0.48,0.5,0.34,0.37,0.46,-1
0.4,0.29,0.48,0.5,0.42,0.35,0.44,-1
0.28,0.38,0.48,0.5,0.5,0.33,0.42,-1
0.17,0.38,0.48,0.5,0.45,0.42,0.5,-1
0.37,0.52,0.48,0.5,0.42,0.42,0.36,-1
0.24,0.43,0.48,0.5,0.54,0.52,0.59,-1
0.25,0.37,0.48,0.5,0.43,0.26,0.36,-1
0.24,0.43,0.48,0.5,0.37,0.28,0.38,-1
0.34,0.28,0.48,0.5,0.41,0.35,0.44,-1
0.34,0.55,0.48,0.5,0.58,0.31,0.41,-1
0.4,0.46,0.48,0.5,0.52,0.49,0.56,-1
0.53,0.42,0.48,0.5,0.16,0.29,0.39,-1
0.64,0.76,0.48,0.5,0.45,0.35,0.38,-1
0.35,0.37,0.48,0.5,0.3,0.34,0.43,-1
0.41,0.51,0.48,0.5,0.58,0.2,0.31,-1
0.34,0.42,0.48,0.5,0.41,0.34,0.43,-1
0.61,0.36,0.48,0.5,0.49,0.35,0.44,-1
0.34,0.51,0.48,0.5,0.44,0.37,0.46,-1
0.4,0.46,0.48,0.5,0.42,0.35,0.44,-1
0.36,0.42,0.48,0.5,0.53,0.32,0.41,-1
0.4,0.41,0.48,0.5,0.55,0.22,0.33,-1
0.22,0.34,0.48,0.5,0.42,0.29,0.39,-1
0.16,0.43,0.48,0.5,0.54,0.27,0.37,-1
0.27,0.35,0.48,0.5,0.51,0.77,0.79,1
0.52,0.39,0.48,0.5,0.65,0.71,0.73,1
0.74,0.44,0.48,0.5,0.55,0.88,0.89,1
0.6,0.5,1,0.5,0.54,0.77,0.8,1
0.7,0.46,0.48,0.5,0.56,0.78,0.73,1
0.33,0.37,0.48,0.5,0.46,0.65,0.69,1
0.41,0.51,0.48,0.5,0.53,0.75,0.78,1
0.34,0.67,0.48,0.5,0.52,0.76,0.79,1
0.5,0.57,0.48,0.5,0.71,0.61,0.66,1
0.39,0.41,0.48,0.5,0.52,0.72,0.75,1
0.46,0.59,0.48,0.5,0.36,0.76,0.23,1
0.36,0.45,0.48,0.5,0.38,0.79,0.17,1
0.63,0.75,0.48,0.5,0.64,0.73,0.66,1
0.72,0.42,0.48,0.5,0.65,0.77,0.79,-1
0.83,0.48,0.48,0.5,0.65,0.76,0.79,-1
0.75,0.37,0.48,0.5,0.64,0.7,0.74,-1
0.66,0.48,0.48,0.5,0.54,0.7,0.74,-1
0.84,0.49,0.48,0.5,0.55,0.78,0.74,-1
0.62,0.42,0.48,0.5,0.58,0.79,0.81,-1
0.84,0.54,0.48,0.5,0.75,0.92,0.7,-1
0.64,0.57,0.48,0.5,0.7,0.33,0.26,-1
0.66,0.49,1,0.5,0.54,0.56,0.36,-1
0.66,0.86,0.48,0.5,0.34,0.41,0.36,-1
0.71,0.71,0.48,0.5,0.4,0.54,0.39,-1
0.68,0.82,0.48,0.5,0.38,0.65,0.56,-1
0.63,0.86,0.48,0.5,0.39,0.47,0.34,-1
0.74,0.47,0.48,0.5,0.5,0.57,0.42,-1
0.63,0.65,0.48,0.5,0.39,0.44,0.35,-1
0.63,0.8,0.48,0.5,0.46,0.31,0.29,-1
0.66,0.71,0.48,0.5,0.41,0.5,0.35,-1
0.69,0.59,0.48,0.5,0.46,0.44,0.52,-1
0.68,0.67,0.48,0.5,0.49,0.4,0.34,-1
0.64,0.81,0.48,0.5,0.37,0.39,0.44,-1
0.43,0.59,0.48,0.5,0.52,0.49,0.56,-1
0.61,0.6,0.48,0.5,0.44,0.39,0.38,-1
