5,7,35,1.4,0.371,0.743,4.33,13,26,3,-1
5,6,30,1.2,0.333,0.333,10,10,10,1,-1
5,2,10,0.4,0.8,1,8,8,10,1,-1
5,3,15,0.6,0.533,0.733,8,8,11,1,-1
6,7,42,1.167,0.405,0.881,4.25,17,37,4,-1
5,19,95,3.8,0.232,0.4,5.5,22,38,4,-1
4,6,24,1.5,0.458,0.792,5.5,11,19,2,-1
4,18,72,4.5,0.25,0.528,2.57,18,38,7,-1
13,25,325,1.923,0.351,0.68,6,114,221,19,-1
11,8,88,0.727,0.409,0.477,36,36,42,1,-1
2,101,202,50.5,0.54,0.743,10.9,109,150,10,-1
2,22,44,11,0.75,0.75,33,33,33,1,-1
10,66,660,6.6,0.273,0.661,1.94,180,436,93,-1
9,64,576,7.111,0.299,0.97,1.81,172,559,95,-1
12,12,144,1,0.306,0.979,1.69,44,141,26,-1
9,84,756,9.333,0.222,0.937,1.81,168,708,93,-1
12,44,528,3.667,0.261,0.767,2.38,138,405,58,-1
9,32,288,3.556,0.271,0.594,2.23,78,171,35,-1
1,13,13,13,1,1,13,13,13,1,-1
11,20,220,1.818,0.168,0.75,3.36,37,165,11,-1
8,8,64,1,0.234,0.328,5,15,21,3,-1
11,119,1309,10.818,0.236,0.747,1.75,309,978,177,-1
10,44,440,4.4,0.393,0.852,3.15,173,375,55,-1
9,40,360,4.444,0.356,0.967,2.29,128,348,56,-1
9,44,396,4.889,0.46,0.937,2.84,182,371,64,-1
3,132,396,44,0.505,0.558,20,200,221,10,-1
14,185,2590,13.214,0.254,0.651,2.27,657,1687,289,-1
6,27,162,4.5,0.154,0.481,2.78,25,78,9,-1
7,15,105,2.143,0.324,0.762,3.09,34,80,11,-1
11,7,77,0.636,0.468,1,3.6,36,77,10,-1
11,9,99,0.818,0.475,0.636,15.67,47,63,3,-1
1,43,43,43,0.907,1,9.75,39,43,4,-1
10,38,380,3.8,0.387,0.887,2.49,147,337,59,-1
9,96,864,10.667,0.281,0.815,1.96,243,704,124,-1
9,34,306,3.778,0.337,0.817,1.81,103,250,57,-1
9,95,855,10.556,0.285,0.723,2.1,244,618,116,-1
8,80,640,10,0.298,0.883,1.72,191,565,111,-1
8,70,560,8.75,0.341,0.918,1.66,191,514,115,-1
9,99,891,11,0.27,0.818,1.93,241,729,125,-1
12,26,312,2.167,0.221,1,1.6,69,312,43,-1
12,40,480,3.333,0.271,0.733,1.97,130,352,66,-1
7,14,98,2,0.184,0.612,18,18,60,1,-1
7,33,231,4.714,0.143,0.844,2.36,33,195,14,-1
9,84,756,9.333,0.288,0.791,1.83,218,598,119,-1
10,126,1260,12.6,0.41,0.833,2.63,516,1049,196,-1
9,35,315,3.889,0.263,0.667,2.86,83,210,29,-1
8,44,352,5.5,0.426,0.938,3.26,150,330,46,-1
8,45,360,5.625,0.469,0.956,2.91,169,344,58,-1
9,20,180,2.222,0.261,0.556,2.35,47,100,20,-1
11,301,3311,27.364,0.308,0.735,2.22,1019,2435,458,-1
