6,18,108,3,0.287,0.741,4.43,31,80,7,-1
5,8,40,1.6,0.55,1,2.44,22,40,9,-1
5,6,30,1.2,0.433,0.733,13,13,22,1,-1
5,8,40,1.6,0.375,0.475,15,15,19,1,-1
6,7,42,1.167,0.405,0.952,4.25,17,40,4,-1
6,7,42,1.167,0.357,0.548,7.5,15,23,2,-1
7,16,112,2.286,0.321,0.643,2.57,36,72,14,-1
11,8,88,0.727,0.58,1,5.1,51,88,10,-1
3,113,339,37.667,0.41,0.472,13.9,139,160,10,-1
9,92,828,10.222,0.286,0.885,1.93,237,733,123,-1
9,41,369,4.556,0.298,0.775,1.9,110,286,58,-1
10,83,830,8.3,0.266,0.827,2.1,221,686,105,-1
10,63,630,6.3,0.233,0.705,1.69,147,444,87,-1
11,86,946,7.818,0.413,0.853,3.1,391,807,126,-1
9,5,45,0.556,0.378,0.933,2.83,17,42,6,-1
98,3,294,0.031,0.48,0.486,141,141,143,1,1
11,65,715,5.909,0.39,0.877,2.61,279,627,107,-1
10,100,1000,10,0.436,0.91,2.53,436,910,172,-1
11,119,1309,10.818,0.261,0.798,1.88,341,1045,181,-1
10,126,1260,12.6,0.425,0.862,2.68,536,1086,200,-1
8,48,384,6,0.302,0.914,1.76,116,351,66,-1
3,116,348,38.667,0.356,0.371,62,124,129,2,-1
1,8,8,8,1,1,8,8,8,1,-1
5,9,45,1.8,0.267,0.778,1.71,12,35,7,-1
11,9,99,0.818,0.485,0.727,6,48,72,8,-1
11,8,88,0.727,0.511,0.852,9,45,75,5,-1
9,14,126,1.556,0.127,0.937,1.78,16,118,9,-1
8,53,424,6.625,0.358,0.981,1.54,152,416,99,-1
8,41,328,5.125,0.363,0.942,1.63,119,309,73,-1
9,82,738,9.111,0.252,0.74,2,186,546,93,-1
11,26,286,2.364,0.297,0.941,2.02,85,269,42,-1
8,18,144,2.25,0.479,0.986,2.16,69,142,32,-1
10,2,20,0.2,0.55,0.6,11,11,12,1,-1
9,22,198,2.444,0.298,0.965,2.11,59,191,28,-1
8,43,344,5.375,0.349,0.814,2.26,120,280,53,-1
6,46,276,7.667,0.217,0.804,2,60,222,30,-1
5,3,15,0.6,0.467,1,7,7,15,1,-1
4,47,188,11.75,0.298,0.739,2.33,56,139,24,-1
3,31,93,10.333,0.226,0.774,2.1,21,72,10,-1
11,21,231,1.909,0.411,0.68,3.96,95,157,24,-1
10,38,380,3.8,0.439,0.897,2.83,167,341,59,-1
8,67,536,8.375,0.381,0.746,2.49,204,400,82,-1
9,32,288,3.556,0.292,0.826,1.53,84,238,55,-1
8,17,136,2.125,0.353,0.801,2,48,109,24,-1
9,12,108,1.333,0.407,0.88,1.69,44,95,26,-1
11,100,1100,9.091,0.269,0.765,1.9,296,842,156,-1
25,71,1775,2.84,0.234,0.748,2.22,416,1328,187,-1
9,32,288,3.556,0.333,0.861,1.68,96,248,57,-1
8,75,600,9.375,0.415,0.91,2.37,249,546,105,-1
19,123,2337,6.474,0.089,0.089,207,207,208,1,-1
10,101,1010,10.1,0.466,0.893,3.02,471,902,156,-1
8,40,320,5,0.391,0.991,2.08,125,317,60,-1
9,45,405,5,0.442,0.956,3.31,179,387,54,-1
1,9,9,9,0.778,1,7,7,9,1,-1
8,14,112,1.75,0.223,0.661,3.57,25,74,7,-1
11,96,1056,8.727,0.331,0.954,4.32,350,1007,81,-1
9,80,720,8.889,0.338,0.954,2.04,243,687,119,-1
9,92,828,10.222,0.365,0.954,2.2,302,790,137,-1
3,213,639,71,0.318,0.379,11.94,203,242,17,-1
306,465,1.42e+05,1.52,0.055,0.123,2.69,7861,17452,2925,1
6,29,174,4.833,0.293,0.92,1.5,51,160,34,-1
10,38,380,3.8,0.434,0.892,2.89,165,339,57,-1
9,36,324,4,0.552,0.926,3.51,179,300,51,-1
10,98,980,9.8,0.448,0.881,2.74,439,863,160,-1
9,21,189,2.333,0.529,0.958,3.33,100,181,30,-1
10,49,490,4.9,0.551,0.943,3.07,270,462,88,-1
1,49,49,49,0.286,1,7,14,49,2,-1
1,52,52,52,0.538,1,14,28,52,2,-1
9,21,189,2.333,0.392,0.899,2.74,74,170,27,-1
11,97,1067,8.818,0.297,0.666,2.4,317,711,132,-1
9,69,621,7.667,0.343,0.876,1.75,213,544,122,-1
10,11,110,1.1,0.373,1,1.58,41,110,26,-1
22,26,572,1.182,0.283,0.918,1.93,162,525,84,-1
10,53,530,5.3,0.34,0.9,1.82,180,477,99,-1
10,40,400,4,0.338,0.878,1.9,135,351,71,-1
8,82,656,10.25,0.288,0.997,1.99,189,654,95,-1
9,81,729,9,0.348,0.927,2.21,254,676,115,-1
9,75,675,8.333,0.396,0.914,2.21,267,617,121,-1
9,43,387,4.778,0.509,0.959,3.58,197,371,55,-1
10,40,400,4,0.428,0.895,3.05,171,358,56,-1
1,55,55,55,0.564,1,10.33,31,55,3,-1
8,16,128,2,0.477,0.906,2.44,61,116,25,-1
4,115,460,28.75,0.426,0.487,17.82,196,224,11,-1
7,100,700,14.286,0.411,0.849,1.83,288,594,157,-1
