6,3,18,0.5,0.5,0.944,2.25,9,17,4,-1
5,5,25,1,0.4,0.52,10,10,13,1,-1
4,6,24,1.5,0.417,0.5,10,10,12,1,-1
11,8,88,0.727,0.602,1,5.89,53,88,9,-1
2,20,40,10,0.675,0.675,27,27,27,1,-1
10,38,380,3.8,0.426,0.947,3.12,162,360,52,-1
10,98,980,9.8,0.379,0.835,2.22,371,818,167,-1
2,18,36,9,0.667,0.694,24,24,25,1,-1
2,22,44,11,0.705,0.864,15.5,31,38,2,-1
9,12,108,1.333,0.444,0.981,1.71,48,106,28,-1
9,51,459,5.667,0.296,0.786,2.34,136,361,58,-1
9,34,306,3.778,0.32,0.886,1.56,98,271,63,-1
9,83,747,9.222,0.284,0.849,1.91,212,634,111,-1
9,54,486,6,0.292,0.957,1.48,142,465,96,-1
1,10,10,10,1,1,10,10,10,1,-1
13,10,130,0.769,0.3,0.808,6.5,39,105,6,-1
8,3,24,0.375,0.417,0.417,10,10,10,1,-1
9,21,189,2.333,0.291,0.762,1.57,55,144,35,-1
9,85,765,9.444,0.302,0.812,1.82,231,621,127,-1
2,69,138,34.5,0.623,0.906,10.75,86,125,8,-1
11,77,847,7,0.345,0.874,2.43,292,740,120,-1
9,41,369,4.556,0.301,0.886,1.91,111,327,58,-1
10,152,1520,15.2,0.297,0.778,2.17,452,1182,208,-1
7,58,406,8.286,0.202,0.751,2.34,82,305,35,-1
7,46,322,6.571,0.155,0.587,4.17,50,189,12,-1
7,17,119,2.429,0.227,0.58,2.7,27,69,10,-1
2,31,62,15.5,0.194,0.516,2,12,32,6,-1
1,12,12,12,0.583,1,3.5,7,12,2,-1
2,17,34,8.5,0.324,1,2.75,11,34,4,-1
2,11,22,5.5,0.409,0.955,9,9,21,1,-1
7,107,749,15.286,0.27,0.654,1.6,202,490,126,-1
11,8,88,0.727,0.705,1,7.75,62,88,8,-1
11,7,77,0.636,0.597,1,5.75,46,77,8,-1
9,36,324,4,0.54,0.929,2.87,175,301,61,-1
10,21,210,2.1,0.329,0.843,2.56,69,177,27,-1
8,23,184,2.875,0.288,1,1.47,53,184,36,-1
8,83,664,10.375,0.325,0.908,1.76,216,603,123,-1
8,80,640,10,0.303,0.922,1.72,194,590,113,-1
8,26,208,3.25,0.375,0.947,1.77,78,197,44,-1
9,34,306,3.778,0.379,0.961,1.71,116,294,68,-1
12,62,744,5.167,0.234,0.66,1.58,174,491,110,-1
8,8,64,1,0.203,0.344,4.33,13,22,3,-1
5,2,10,0.4,0.8,0.8,8,8,8,1,1
8,41,328,5.125,0.335,0.933,2.08,110,306,53,-1
5,8,40,1.6,0.35,0.675,4.67,14,27,3,-1
9,36,324,4,0.549,0.914,3.3,178,296,54,-1
8,20,160,2.5,0.525,0.938,3.5,84,150,24,-1
10,96,960,9.6,0.418,0.886,2.49,401,851,161,-1
1,32,32,32,0.719,1,5.75,23,32,4,-1
