6,18,108,3,0.287,0.741,4.43,31,80,7,-1
13,25,325,1.923,0.351,0.68,6,114,221,19,-1
11,8,88,0.727,0.602,1,5.89,53,88,9,-1
3,113,339,37.667,0.41,0.472,13.9,139,160,10,-1
3,59,177,19.667,0.475,0.475,84,84,84,1,-1
2,22,44,11,0.705,0.864,15.5,31,38,2,-1
9,34,306,3.778,0.32,0.886,1.56,98,271,63,-1
11,102,1122,9.273,0.223,0.768,1.53,250,862,163,-1
12,12,144,1,0.306,0.979,1.69,44,141,26,-1
1,13,13,13,1,1,13,13,13,1,-1
98,3,294,0.031,0.48,0.486,141,141,143,1,1
11,65,715,5.909,0.39,0.877,2.61,279,627,107,-1
11,101,1111,9.182,0.398,0.888,2.76,442,987,160,-1
10,44,440,4.4,0.393,0.852,3.15,173,375,55,-1
9,40,360,4.444,0.356,0.967,2.29,128,348,56,-1
9,44,396,4.889,0.46,0.937,2.84,182,371,64,-1
9,47,423,5.222,0.274,0.747,2.42,116,316,48,-1
9,40,360,4.444,0.319,0.919,2.35,115,331,49,-1
3,116,348,38.667,0.356,0.371,62,124,129,2,-1
2,69,138,34.5,0.623,0.906,10.75,86,125,8,-1
9,41,369,4.556,0.301,0.886,1.91,111,327,58,-1
1,10,10,10,0.9,1,9,9,10,1,-1
10,152,1520,15.2,0.297,0.778,2.17,452,1182,208,-1
2,17,34,8.5,0.588,0.971,6.67,20,33,3,-1
6,27,162,4.5,0.154,0.481,2.78,25,78,9,-1
1,43,43,43,0.907,1,9.75,39,43,4,-1
8,20,160,2.5,0.5,1,2.76,80,160,29,-1
8,35,280,4.375,0.379,0.886,1.66,106,248,64,-1
9,96,864,10.667,0.281,0.815,1.96,243,704,124,-1
8,80,640,10,0.303,0.922,1.72,194,590,113,-1
9,95,855,10.556,0.285,0.723,2.1,244,618,116,-1
9,82,738,9.111,0.252,0.74,2,186,546,93,-1
12,62,744,5.167,0.234,0.66,1.58,174,491,110,-1
7,33,231,4.714,0.143,0.844,2.36,33,195,14,-1
9,64,576,7.111,0.465,0.899,2.58,268,518,104,-1
5,2,10,0.4,0.8,0.8,8,8,8,1,1
8,43,344,5.375,0.349,0.814,2.26,120,280,53,-1
5,3,15,0.6,0.467,1,7,7,15,1,-1
4,47,188,11.75,0.298,0.739,2.33,56,139,24,-1
11,21,231,1.909,0.411,0.68,3.96,95,157,24,-1
2,157,314,78.5,0.506,0.551,26.5,159,173,6,-1
9,36,324,4,0.549,0.914,3.3,178,296,54,-1
1,52,52,52,0.788,1,10.25,41,52,4,-1
9,20,180,2.222,0.339,0.872,2.35,61,157,26,-1
8,79,632,9.875,0.375,0.956,2.12,237,604,112,-1
8,67,536,8.375,0.381,0.746,2.49,204,400,82,-1
9,32,288,3.556,0.292,0.826,1.53,84,238,55,-1
94,2,188,0.021,0.516,0.516,97,97,97,1,1
10,83,830,8.3,0.295,0.725,2.02,245,602,121,-1
12,73,876,6.083,0.257,0.591,2.14,225,518,105,-1
9,82,738,9.111,0.343,0.913,2.02,253,674,125,-1
10,81,810,8.1,0.279,0.81,2.11,226,656,107,-1
11,84,924,7.636,0.251,0.681,1.77,232,629,131,-1
11,115,1265,10.455,0.266,0.723,1.79,337,915,188,-1
9,45,405,5,0.442,0.956,3.31,179,387,54,-1
1,19,19,19,0.789,1,3.75,15,19,4,-1
1,9,9,9,0.778,1,7,7,9,1,-1
66,3,198,0.045,0.657,0.909,2.6,130,180,50,1
9,120,1080,13.333,0.331,0.859,1.98,358,928,181,-1
9,43,387,4.778,0.377,0.922,2.25,146,357,65,-1
3,213,639,71,0.318,0.379,11.94,203,242,17,-1
306,465,1.42e+05,1.52,0.055,0.123,2.69,7861,17452,2925,1
45,79,3555,1.756,0.087,0.195,4.81,308,693,64,1
1,152,152,152,0.822,1,11.36,125,152,11,-1
6,22,132,3.667,0.197,1,2.89,26,132,9,-1
7,45,315,6.429,0.2,0.775,1.91,63,244,33,-1
11,35,385,3.182,0.335,0.584,4.78,129,225,27,-1
9,21,189,2.333,0.529,0.958,3.33,100,181,30,-1
1,49,49,49,0.286,1,7,14,49,2,-1
1,52,52,52,0.538,1,14,28,52,2,-1
9,82,738,9.111,0.379,0.879,2.35,280,649,119,-1
11,13,143,1.182,0.42,0.979,2.22,60,140,27,-1
1,75,75,75,0.92,1,11.5,69,75,6,-1
10,98,980,9.8,0.463,0.945,2.72,454,926,167,-1
10,126,1260,12.6,0.456,0.883,2.85,575,1113,202,-1
9,43,387,4.778,0.509,0.959,3.58,197,371,55,-1
1,8,8,8,0.875,1,7,7,8,1,-1
1,40,40,40,1,1,40,40,40,1,-1
1,55,55,55,0.564,1,10.33,31,55,3,-1
14,340,4760,24.286,0.259,0.592,2.45,1232,2819,503,-1
1,115,115,115,0.2,1,4.6,23,115,5,-1
1,11,11,11,1,1,11,11,11,1,-1
7,47,329,6.714,0.271,0.878,2.23,89,289,40,-1
12,8,96,0.667,0.448,0.656,4.3,43,63,10,-1
12,8,96,0.667,0.479,0.5,46,46,48,1,-1
14,18,252,1.286,0.159,0.607,3.33,40,153,12,-1
10,51,510,5.1,0.306,0.855,2.29,156,436,68,-1
9,37,333,4.111,0.538,0.901,2.8,179,300,64,-1
9,47,423,5.222,0.492,0.948,2.42,208,401,86,-1
9,33,297,3.667,0.458,0.983,2.19,136,292,62,-1
12,146,1752,12.167,0.091,0.128,26.67,160,225,6,1
9,47,423,5.222,0.385,0.917,2.51,163,388,65,-1
1,17,17,17,0.412,1,1.75,7,17,4,-1
7,31,217,4.429,0.295,0.857,1.64,64,186,39,-1
6,17,102,2.833,0.314,0.686,2.29,32,70,14,-1
9,21,189,2.333,0.487,0.857,3.29,92,162,28,-1
10,66,660,6.6,0.324,0.78,2.25,214,515,95,-1
9,34,306,3.778,0.412,0.902,1.91,126,276,66,-1
9,82,738,9.111,0.408,0.924,2.39,301,682,126,-1
12,102,1224,8.5,0.292,0.764,2.09,357,935,171,-1
23,47,1081,2.043,0.315,0.747,2.2,341,808,155,-1
9,76,684,8.444,0.38,0.95,2.2,260,650,118,-1
9,36,324,4,0.586,0.948,3.45,190,307,55,-1
11,100,1100,9.091,0.473,0.882,3.29,520,970,158,-1
10,43,430,4.3,0.458,0.94,3.58,197,404,55,-1
1,35,35,35,0.829,1,9.67,29,35,3,-1
7,23,161,3.286,0.093,0.54,1.36,15,87,11,-1
7,7,49,1,0.327,0.898,2.29,16,44,7,-1
7,121,847,17.286,0.276,0.607,1.79,234,514,131,-1
10,8,80,0.8,0.4,0.7,4,32,56,8,-1
9,38,342,4.222,0.444,0.898,2.71,152,307,56,-1
9,12,108,1.333,0.407,1,1.63,44,108,27,-1
11,75,825,6.818,0.27,0.679,2.08,223,560,107,-1
10,12,120,1.2,0.367,1,1.57,44,120,28,-1
10,63,630,6.3,0.251,0.898,1.84,158,566,86,-1
12,102,1224,8.5,0.257,0.804,1.77,315,984,178,-1
12,41,492,3.417,0.289,0.74,2.06,142,364,69,-1
9,46,414,5.111,0.365,0.848,2.01,151,351,75,-1
9,34,306,3.778,0.363,0.863,1.76,111,264,63,-1
1,79,79,79,0.608,1,6.86,48,79,7,-1
9,121,1089,13.444,0.322,0.776,2.08,351,845,169,-1
8,14,112,1.75,0.268,0.554,3,30,62,10,-1
8,71,568,8.875,0.329,0.776,1.83,187,441,102,-1
8,44,352,5.5,0.455,0.949,3.2,160,334,50,-1
1,17,17,17,0.824,1,4.67,14,17,3,-1
9,122,1098,13.556,0.333,0.829,2.54,366,910,144,-1
8,45,360,5.625,0.222,0.806,1.9,80,290,42,-1
7,58,406,8.286,0.212,0.842,2.26,86,342,38,-1
6,28,168,4.667,0.143,0.53,1.71,24,89,14,-1
4,15,60,3.75,0.267,0.8,4,16,48,4,-1
13,77,1001,5.923,0.258,0.564,3.04,258,565,85,-1
9,36,324,4,0.506,0.91,2.93,164,295,56,-1
9,97,873,10.778,0.455,0.939,2.28,397,820,174,-1
9,23,207,2.556,0.324,0.986,1.63,67,204,41,-1
9,37,333,4.111,0.396,0.85,2.03,132,283,65,-1
9,32,288,3.556,0.354,0.806,1.7,102,232,60,-1
9,100,900,11.111,0.276,0.847,1.91,248,762,130,-1
9,12,108,1.333,0.426,1,1.59,46,108,29,-1
9,81,729,9,0.332,0.974,2.09,242,710,116,-1
9,41,369,4.556,0.374,0.846,2.06,138,312,67,-1
9,33,297,3.667,0.424,0.97,1.85,126,288,68,-1
11,14,154,1.273,0.442,0.981,2.43,68,151,28,-1
9,9,81,1,0.383,0.802,2.38,31,65,13,-1
10,122,1220,12.2,0.294,0.689,2.1,359,840,171,-1
12,117,1404,9.75,0.231,0.712,1.68,324,1000,193,-1
9,47,423,5.222,0.286,0.738,1.95,121,312,62,-1
9,42,378,4.667,0.344,0.931,2.13,130,352,61,-1
1,36,36,36,0.583,1,4.2,21,36,5,-1
2,14,28,7,0.286,0.821,8,8,23,1,-1
17,77,1309,4.529,0.314,0.76,2.94,411,995,140,-1
14,34,476,2.429,0.279,0.851,3.09,133,405,43,-1
12,8,96,0.667,0.438,0.51,42,42,49,1,-1
11,8,88,0.727,0.705,1,8.86,62,88,7,-1
9,39,351,4.333,0.444,0.923,2.74,156,324,57,-1
9,21,189,2.333,0.497,0.958,3.62,94,181,26,-1
9,79,711,8.778,0.323,0.873,2.19,230,621,105,-1
8,12,96,1.5,0.438,1,1.5,42,96,28,-1
8,54,432,6.75,0.35,0.887,1.74,151,383,87,-1
11,82,902,7.455,0.236,0.814,1.97,213,734,108,-1
9,81,729,9,0.322,0.819,2.22,235,597,106,-1
9,32,288,3.556,0.413,0.993,1.72,119,286,69,-1
12,43,516,3.583,0.31,0.793,2.32,160,409,69,-1
