5,7,35,1.4,0.4,0.657,2.33,14,23,6,-1
5,8,40,1.6,0.55,1,2.44,22,40,9,-1
6,4,24,0.667,0.417,0.708,2.5,10,17,4,-1
5,7,35,1.4,0.486,0.914,8.5,17,32,2,-1
5,7,35,1.4,0.429,0.857,5,15,30,3,-1
6,7,42,1.167,0.405,0.881,4.25,17,37,4,-1
5,8,40,1.6,0.375,0.475,15,15,19,1,-1
4,18,72,4.5,0.25,0.528,2.57,18,38,7,-1
13,25,325,1.923,0.234,0.286,10.86,76,93,7,-1
10,98,980,9.8,0.379,0.835,2.22,371,818,167,-1
4,194,776,48.5,0.263,0.273,34,204,212,6,-1
2,22,44,11,0.75,0.75,33,33,33,1,-1
8,95,760,11.875,0.303,0.937,1.77,230,712,130,-1
11,99,1089,9,0.23,0.601,2.14,250,654,117,-1
9,83,747,9.222,0.284,0.849,1.91,212,634,111,-1
9,12,108,1.333,0.454,1,1.69,49,108,29,-1
9,54,486,6,0.292,0.957,1.48,142,465,96,-1
9,41,369,4.556,0.298,0.775,1.9,110,286,58,-1
12,11,132,0.917,0.371,1,1.63,49,132,30,-1
9,76,684,8.444,0.307,0.882,1.84,210,603,114,-1
10,63,630,6.3,0.233,0.705,1.69,147,444,87,-1
1,10,10,10,1,1,10,10,10,1,-1
1,8,8,8,1,1,8,8,8,1,-1
1,44,44,44,0.25,1,2.2,11,44,5,-1
2,20,40,10,0.725,0.875,29,29,35,1,-1
8,3,24,0.375,0.417,0.417,10,10,10,1,-1
9,13,117,1.444,0.239,0.462,4.67,28,54,6,-1
11,119,1309,10.818,0.236,0.747,1.75,309,978,177,-1
2,18,36,9,0.722,0.722,26,26,26,1,-1
3,132,396,44,0.505,0.558,20,200,221,10,-1
1,8,8,8,1,1,8,8,8,1,-1
2,46,92,23,0.587,0.761,18,54,70,3,-1
11,77,847,7,0.345,0.874,2.43,292,740,120,-1
7,15,105,2.143,0.324,0.762,3.09,34,80,11,-1
1,27,27,27,0.593,1,4,16,27,4,-1
7,17,119,2.429,0.227,0.58,2.7,27,69,10,-1
2,19,38,9.5,0.237,1,1.8,9,38,5,-1
11,7,77,0.636,0.597,1,5.75,46,77,8,-1
10,38,380,3.8,0.387,0.887,2.49,147,337,59,-1
8,83,664,10.375,0.325,0.908,1.76,216,603,123,-1
9,80,720,8.889,0.293,0.868,1.85,211,625,114,-1
12,26,312,2.167,0.221,1,1.6,69,312,43,-1
8,41,328,5.125,0.363,0.942,1.63,119,309,73,-1
7,14,98,2,0.184,0.612,18,18,60,1,-1
11,42,462,3.818,0.335,0.829,2.25,155,383,69,-1
8,75,600,9.375,0.328,0.888,1.86,197,533,106,-1
9,99,891,11,0.464,0.942,2.52,413,839,164,-1
8,31,248,3.875,0.327,0.79,1.84,81,196,44,-1
8,44,352,5.5,0.426,0.938,3.26,150,330,46,-1
8,40,320,5,0.403,0.991,2.53,129,317,51,-1
9,20,180,2.222,0.261,0.556,2.35,47,100,20,-1
8,41,328,5.125,0.335,0.933,2.08,110,306,53,-1
7,35,245,5,0.453,0.873,2.47,111,214,45,-1
6,27,162,4.5,0.136,0.673,2,22,109,11,-1
10,38,380,3.8,0.439,0.897,2.83,167,341,59,-1
9,49,441,5.444,0.594,0.998,3.05,262,440,86,-1
1,32,32,32,0.719,1,5.75,23,32,4,-1
11,83,913,7.545,0.274,0.9,1.71,250,822,146,-1
25,71,1775,2.84,0.234,0.748,2.22,416,1328,187,-1
9,82,738,9.111,0.247,0.935,2.09,182,690,87,-1
12,13,156,1.083,0.372,0.981,2.32,58,153,25,-1
9,37,333,4.111,0.598,0.946,3.49,199,315,57,-1
9,82,738,9.111,0.337,0.817,2.01,249,603,124,-1
10,101,1010,10.1,0.466,0.893,3.02,471,902,156,-1
9,44,396,4.889,0.465,0.944,3.35,184,374,55,-1
8,46,368,5.75,0.348,0.918,1.97,128,338,65,-1
8,45,360,5.625,0.367,0.897,2.44,132,323,54,-1
93,4,372,0.043,0.419,0.565,2.89,156,210,54,1
1,61,61,61,1,1,61,61,61,1,-1
8,14,112,1.75,0.223,0.661,3.57,25,74,7,-1
304,463,1.41e+05,1.523,0.063,0.121,3.91,8898,17081,2273,1
9,80,720,8.889,0.338,0.954,2.04,243,687,119,-1
11,85,935,7.727,0.25,0.664,1.73,234,621,135,-1
8,2,16,0.25,0.563,0.563,9,9,9,1,-1
1,51,51,51,0.471,1,2.4,24,51,10,-1
7,27,189,3.857,0.238,0.741,2.81,45,140,16,-1
11,49,539,4.455,0.343,0.666,4.3,185,359,43,-1
19,462,8778,24.316,0.523,0.688,16.88,4591,6035,272,-1
10,33,330,3.3,0.367,0.864,1.95,121,285,62,-1
10,53,530,5.3,0.34,0.9,1.82,180,477,99,-1
8,82,656,10.25,0.288,0.997,1.99,189,654,95,-1
10,34,340,3.4,0.356,0.803,1.83,121,273,66,-1
11,43,473,3.909,0.334,0.875,2.47,158,414,64,-1
1,124,124,124,0.444,1,7.86,55,124,7,-1
11,100,1100,9.091,0.456,0.882,3.04,502,970,165,-1
9,47,423,5.222,0.333,0.757,2.39,141,320,59,-1
10,40,400,4,0.428,0.895,3.05,171,358,56,-1
9,44,396,4.889,0.467,0.944,3.14,185,374,59,-1
9,39,351,4.333,0.293,0.937,2.06,103,329,50,-1
7,16,112,2.286,0.42,0.768,2.14,47,86,22,-1
7,100,700,14.286,0.411,0.849,1.83,288,594,157,-1
12,7,84,0.583,0.56,1,5.22,47,84,9,-1
10,22,220,2.2,0.336,0.836,2.74,74,184,27,-1
37,101,3737,2.73,0.282,0.695,2.44,1053,2596,432,-1
12,83,996,6.917,0.301,0.814,1.99,300,811,151,-1
12,43,516,3.583,0.357,0.849,2.71,184,438,68,-1
9,5,45,0.556,0.711,0.889,10.67,32,40,3,-1
17,2,34,0.118,0.706,0.706,24,24,24,1,1
9,41,369,4.556,0.444,0.976,2.88,164,360,57,-1
1,48,48,48,0.875,1,10.5,42,48,4,-1
7,17,119,2.429,0.387,0.857,2.71,46,102,17,-1
28,330,9240,11.786,0.057,0.066,31,527,614,17,-1
212,464,98368,2.189,0.052,0.07,11.84,5066,6884,428,1
9,36,324,4,0.556,0.923,3.21,180,299,56,-1
9,98,882,10.889,0.491,0.974,2.78,433,859,156,-1
10,21,210,2.1,0.348,0.757,3.17,73,159,23,-1
9,82,738,9.111,0.428,0.936,2.38,316,691,133,-1
12,98,1176,8.167,0.267,0.627,2.33,314,737,135,-1
10,83,830,8.3,0.357,0.813,2.28,296,675,130,-1
12,85,1020,7.083,0.305,0.828,1.94,311,845,160,-1
9,82,738,9.111,0.374,0.866,2.3,276,639,120,-1
9,99,891,11,0.38,0.93,1.92,339,829,177,-1
12,42,504,3.5,0.355,0.788,2.71,179,397,66,-1
10,99,990,9.9,0.473,0.917,2.93,468,908,160,-1
9,32,288,3.556,0.382,0.792,2.16,110,228,51,-1
23,118,2714,5.13,0.293,0.784,2.06,795,2129,385,-1
24,340,8160,14.167,0.211,0.468,2.67,1718,3822,643,-1
1,40,40,40,0.875,1,11.67,35,40,3,-1
10,130,1300,13,0.486,0.856,3.18,632,1113,199,-1
7,42,294,6,0.293,0.857,2.61,86,252,33,-1
7,16,112,2.286,0.241,0.634,2.45,27,71,11,-1
7,2,14,0.286,0.5,0.929,7,7,13,1,-1
6,11,66,1.833,0.197,0.848,1.3,13,56,10,-1
11,8,88,0.727,0.727,0.989,10.67,64,87,6,-1
11,7,77,0.636,0.468,0.481,36,36,37,1,-1
11,8,88,0.727,0.693,0.989,10.17,61,87,6,-1
9,36,324,4,0.506,0.901,2.83,164,292,58,-1
11,98,1078,8.909,0.397,0.778,2.61,428,839,164,-1
8,14,112,1.75,0.143,1,2.67,16,112,6,-1
9,6,54,0.667,0.37,0.907,2.5,20,49,8,-1
8,38,304,4.75,0.349,0.757,1.93,106,230,55,-1
9,63,567,7,0.298,0.787,2.01,169,446,84,-1
9,82,738,9.111,0.309,0.778,1.93,228,574,118,-1
8,16,128,2,0.156,0.859,5,20,110,4,1
8,12,96,1.5,0.469,1,1.61,45,96,28,-1
8,99,792,12.375,0.351,0.962,1.66,278,762,167,-1
8,26,208,3.25,0.37,0.947,1.79,77,197,43,-1
8,6,48,0.75,0.583,0.813,7,28,39,4,-1
1,98,98,98,0.939,1,30.67,92,98,3,-1
9,99,891,11,0.461,0.906,2.65,411,807,155,-1
9,100,900,11.111,0.463,0.908,2.92,417,817,143,-1
12,117,1404,9.75,0.251,0.635,1.86,353,891,190,-1
8,48,384,6,0.328,0.885,2,126,340,63,-1
8,47,376,5.875,0.324,0.896,2.18,122,337,56,-1
7,40,280,5.714,0.186,0.754,2.26,52,211,23,-1
7,121,847,17.286,0.305,0.675,1.79,258,572,144,-1
10,38,380,3.8,0.424,0.939,2.78,161,357,58,-1
9,91,819,10.111,0.302,0.956,1.98,247,783,125,-1
11,101,1111,9.182,0.264,0.852,1.65,293,947,178,-1
9,9,81,1,0.16,0.864,1.63,13,70,8,-1
9,52,468,5.778,0.37,0.996,1.71,173,466,101,-1
10,46,460,4.6,0.363,0.843,2.01,167,388,83,-1
6,7,42,1.167,0.238,0.69,10,10,29,1,-1
11,43,473,3.909,0.336,0.753,2.74,159,356,58,-1
76,1,76,0.013,1,1,76,76,76,1,1
8,33,264,4.125,0.314,0.705,2.13,83,186,39,-1
9,40,360,4.444,0.386,0.889,2.44,139,320,57,-1
1,42,42,42,0.31,1,2.6,13,42,5,-1
