93,41,82,159,63,9,144,46,19,143,160,309,127,63,6,10,199,207,-1
85,44,70,205,103,52,149,45,19,144,241,325,188,127,9,11,180,183,1
107,57,106,172,50,6,255,26,28,169,280,957,264,85,5,9,181,183,1
93,44,98,197,62,11,183,36,22,146,202,505,152,64,4,14,195,204,-1
96,55,103,201,65,9,204,32,23,166,227,624,246,74,6,2,186,194,-1
101,56,100,215,69,10,208,32,24,169,227,651,223,74,6,5,186,193,-1
84,37,53,121,59,5,123,55,17,125,141,221,133,82,7,1,179,183,-1
99,53,105,219,66,11,204,32,23,165,221,623,224,68,0,6,191,201,-1
80,38,63,129,55,7,146,46,19,130,168,314,158,83,9,20,180,185,-1
88,42,77,151,58,8,140,47,18,142,165,293,158,64,10,11,198,205,-1
95,48,104,214,67,9,205,32,23,151,227,628,202,74,5,9,186,193,-1
94,36,68,127,54,7,127,52,18,132,155,242,116,66,1,2,195,196,-1
80,37,57,116,55,6,125,54,18,125,142,229,132,81,8,5,178,184,-1
104,52,100,191,59,9,197,33,23,158,218,583,234,70,10,10,191,198,-1
94,48,87,162,64,10,157,43,20,161,179,363,186,75,4,15,184,195,-1
97,50,108,211,65,10,214,31,24,156,232,683,218,72,7,29,188,197,-1
95,42,85,174,66,9,153,44,19,144,168,347,150,65,11,5,196,204,-1
92,38,60,130,62,5,114,58,17,132,135,194,137,72,14,5,190,194,-1
85,39,77,151,59,8,150,45,19,134,176,331,133,73,0,16,184,193,-1
77,38,75,144,59,6,147,46,19,132,167,315,136,80,16,20,181,187,-1
93,43,85,133,54,10,155,44,19,153,174,351,165,75,12,13,184,196,-1
95,47,88,162,64,11,159,43,20,157,176,371,185,71,12,13,189,198,-1
93,49,79,180,65,7,173,37,21,158,189,463,194,70,5,10,197,202,1
90,46,80,143,62,11,159,43,20,156,169,366,186,74,17,7,185,193,-1
97,45,88,173,67,10,157,43,20,157,173,365,157,67,8,12,192,200,-1
97,42,101,186,59,9,186,36,22,138,208,511,168,67,7,41,194,206,-1
90,37,80,171,58,9,157,42,20,132,172,373,115,60,3,18,201,209,-1
