93,41,82,159,63,9,144,46,19,143,160,309,127,63,6,10,199,207,-1
86,34,62,140,61,7,122,54,17,127,141,223,112,64,2,14,200,208,-1
94,43,64,173,69,7,150,43,19,142,169,344,177,68,9,1,199,206,1
85,45,80,154,64,9,147,45,19,148,169,324,174,71,1,4,188,199,-1
80,38,63,129,55,7,146,46,19,130,168,314,158,83,9,20,180,185,-1
91,43,70,133,55,8,130,51,18,146,159,253,156,70,1,8,190,194,-1
85,42,66,122,54,6,148,46,19,141,172,317,174,88,6,14,180,182,1
89,47,81,147,64,11,156,44,20,163,170,352,188,76,6,13,184,193,-1
78,38,63,115,51,6,142,47,19,130,162,299,146,77,2,4,181,185,-1
98,55,101,228,70,9,210,31,24,168,236,661,245,72,1,6,188,197,-1
83,42,66,156,67,7,150,45,19,144,174,333,159,78,4,2,182,188,1
93,45,86,201,69,7,184,35,22,145,203,523,183,72,0,4,194,197,1
98,49,84,219,74,7,190,34,22,154,208,558,209,74,4,7,195,195,1
97,59,108,227,70,11,224,30,25,186,225,732,218,70,10,25,186,198,-1
89,44,68,113,50,7,150,45,19,147,171,328,189,88,6,5,179,182,1
79,40,80,133,55,7,147,47,19,135,172,311,144,76,8,30,181,193,-1
91,42,84,209,75,6,171,38,20,138,189,446,161,69,3,12,196,201,1
87,44,65,124,56,6,149,46,19,144,170,321,171,87,4,12,179,182,1
95,42,85,174,66,9,153,44,19,144,168,347,150,65,11,5,196,204,-1
93,49,79,180,65,7,173,37,21,158,189,463,194,70,5,10,197,202,1
92,40,82,163,63,9,146,45,19,140,165,319,137,64,9,0,199,206,-1
85,45,71,150,63,8,143,46,19,147,171,307,179,72,2,3,187,196,-1
90,46,80,143,62,11,159,43,20,156,169,366,186,74,17,7,185,193,-1
97,42,101,186,59,9,186,36,22,138,208,511,168,67,7,41,194,206,-1
94,44,84,216,74,6,184,35,22,145,208,525,154,73,4,22,196,197,1
89,40,79,154,64,9,144,46,19,139,168,311,149,71,8,7,188,197,-1
110,56,103,223,64,5,250,26,27,169,280,928,239,85,4,6,184,183,1
82,38,53,125,59,5,133,51,18,128,152,259,146,87,0,0,177,183,-1
98,39,81,191,64,9,166,40,20,138,184,415,131,62,8,19,197,205,-1
110,51,104,191,57,12,213,31,24,162,226,674,190,68,18,2,191,199,-1
106,54,103,161,47,4,247,27,27,166,266,892,242,85,4,11,181,183,1
93,37,73,174,68,7,151,43,19,131,175,347,135,68,1,22,196,205,1
