85,44,70,205,103,52,149,45,19,144,241,325,188,127,9,11,180,183,1
97,43,73,173,65,6,153,42,19,143,176,361,172,66,13,1,200,204,1
93,44,98,197,62,11,183,36,22,146,202,505,152,64,4,14,195,204,-1
84,37,53,121,59,5,123,55,17,125,141,221,133,82,7,1,179,183,-1
85,45,80,154,64,9,147,45,19,148,169,324,174,71,1,4,188,199,-1
83,36,54,119,57,6,128,53,18,125,143,238,139,82,6,3,179,183,-1
101,48,107,222,68,10,208,32,24,154,232,641,204,70,5,38,190,202,-1
90,48,86,306,126,49,153,44,19,156,272,346,200,118,0,15,185,194,-1
94,49,87,137,54,11,158,43,20,162,178,366,186,75,5,5,183,194,-1
89,47,81,147,64,11,156,44,20,163,170,352,188,76,6,13,184,193,-1
92,38,71,174,66,7,154,43,19,133,181,355,130,70,4,24,189,195,-1
97,44,96,195,63,9,185,36,22,144,202,512,165,66,4,8,191,199,-1
89,47,84,133,55,11,157,44,20,160,169,354,176,74,5,9,182,192,-1
86,44,78,164,68,9,142,46,18,147,168,305,171,70,1,11,190,201,-1
92,39,91,191,62,8,176,37,21,137,196,466,151,67,3,23,192,200,-1
73,37,53,111,54,6,126,55,18,128,135,227,147,82,1,15,176,184,-1
104,52,94,208,66,5,208,31,24,161,227,666,218,76,11,4,193,191,1
87,46,71,159,66,6,151,44,19,146,175,343,189,73,2,0,186,190,1
99,51,92,203,65,5,209,31,24,159,232,671,214,78,5,11,191,189,1
94,36,68,127,54,7,127,52,18,132,155,242,116,66,1,2,195,196,-1
94,48,87,162,64,10,157,43,20,161,179,363,186,75,4,15,184,195,-1
89,42,80,151,62,6,144,46,19,139,166,308,170,74,17,13,185,189,-1
92,38,60,130,62,5,114,58,17,132,135,194,137,72,14,5,190,194,-1
85,39,77,151,59,8,150,45,19,134,176,331,133,73,0,16,184,193,-1
80,44,68,135,59,8,150,45,19,145,170,329,173,80,7,12,180,185,1
95,47,88,162,64,11,159,43,20,157,176,371,185,71,12,13,189,198,-1
85,41,66,155,65,22,149,45,19,139,173,330,155,75,6,16,184,191,1
100,46,104,184,60,9,197,34,23,147,222,578,198,73,13,13,189,197,-1
86,36,77,165,60,7,150,45,19,128,174,331,131,66,0,32,196,203,-1
98,39,68,121,49,7,134,51,18,142,164,261,134,75,4,1,186,186,-1
89,47,83,322,133,48,158,43,20,163,229,364,176,97,0,14,184,194,-1
87,42,64,150,64,10,133,50,18,142,157,264,159,67,7,1,193,201,-1
88,37,63,130,58,5,125,54,18,130,141,230,145,74,14,20,184,188,-1
81,42,63,125,55,8,149,46,19,145,166,320,172,86,7,7,179,182,1
100,46,85,164,64,11,163,42,20,163,176,387,170,71,18,0,189,196,-1
91,40,76,171,67,7,149,44,19,135,169,332,144,68,4,17,192,200,1
90,43,72,172,59,8,154,42,19,144,174,360,158,61,15,9,203,209,-1
82,38,53,125,59,5,133,51,18,128,152,259,146,87,0,0,177,183,-1
110,51,104,191,57,12,213,31,24,162,226,674,190,68,18,2,191,199,-1
82,45,68,139,64,6,147,46,19,143,169,320,184,80,0,1,181,184,1
84,39,90,180,60,7,177,37,21,131,209,469,145,71,4,38,190,198,-1
93,37,73,174,68,7,151,43,19,131,175,347,135,68,1,22,196,205,1
91,42,66,169,66,7,145,44,19,140,169,325,159,67,4,0,201,207,1
84,35,53,122,57,4,116,59,17,123,135,196,128,76,10,27,183,190,-1
107,55,98,199,59,7,240,27,26,168,258,866,245,80,3,1,186,184,1
81,46,71,130,56,7,153,44,19,149,172,342,191,81,3,14,180,186,1
111,54,103,171,50,11,221,30,25,172,227,727,201,69,15,6,190,198,-1
86,46,70,149,65,8,149,45,19,146,170,331,185,77,6,6,183,188,1
86,37,69,150,63,8,138,48,18,134,163,284,124,71,1,6,189,195,-1
104,49,89,168,54,4,212,31,24,153,238,682,198,78,1,23,190,189,1
84,44,77,150,59,5,152,44,19,143,175,344,177,77,8,2,183,187,-1
94,35,66,147,62,9,131,50,18,127,159,258,115,66,8,7,196,201,-1
86,41,64,148,61,5,150,45,19,138,165,333,173,80,5,8,182,185,-1
85,35,47,110,55,3,117,57,17,122,136,203,139,89,5,9,180,184,-1
93,42,64,158,68,9,134,49,18,142,163,268,170,71,7,13,192,201,-1
89,36,77,172,62,8,157,42,19,125,174,367,126,63,5,22,198,205,-1
98,58,101,208,65,12,226,30,25,182,225,748,216,71,6,1,185,196,-1
91,39,88,189,63,9,175,38,21,132,197,457,156,69,0,23,191,198,-1
82,45,68,150,69,5,148,45,19,144,169,322,184,80,5,0,181,184,1
93,47,88,200,66,7,173,38,21,151,197,452,205,66,0,3,195,202,-1
87,44,70,179,75,6,146,45,19,141,167,326,178,69,6,1,194,201,1
96,47,103,215,69,10,200,33,23,147,220,598,200,73,6,6,187,194,-1
87,42,76,159,65,5,155,42,19,138,184,362,157,76,6,12,189,193,1
