7.4,0.66,0,1.8,0.075,13,40,0.9978,3.51,0.56,9.4,-1
7.9,0.6,0.06,1.6,0.069,15,59,0.9964,3.3,0.46,9.4,-1
7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,-1
5.6,0.615,0,1.6,0.089,16,59,0.9943,3.58,0.52,9.9,-1
8.9,0.62,0.18,3.8,0.176,52,145,0.9986,3.16,0.88,9.2,-1
8.9,0.62,0.19,3.9,0.17,51,148,0.9986,3.17,0.93,9.2,-1
8.5,0.28,0.56,1.8,0.092,35,103,0.9969,3.3,0.75,10.5,-1
7.9,0.32,0.51,1.8,0.341,17,56,0.9969,3.04,1.08,9.2,-1
7.6,0.39,0.31,2.3,0.082,23,71,0.9982,3.52,0.65,9.7,-1
8.5,0.49,0.11,2.3,0.084,9,67,0.9968,3.17,0.53,9.4,-1
7.8,0.645,0,2,0.082,8,16,0.9964,3.38,0.59,9.8,-1
6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1,-1
8.1,0.38,0.28,2.1,0.066,13,30,0.9968,3.23,0.73,9.7,-1
7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,-1
8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3,-1
7.7,0.62,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5,-1
8.8,0.4,0.4,2.2,0.079,19,52,0.998,3.44,0.64,9.2,-1
7.7,0.69,0.49,1.8,0.115,20,112,0.9968,3.21,0.71,9.3,-1
7.5,0.52,0.16,1.9,0.085,12,35,0.9968,3.38,0.62,9.5,-1
7,0.735,0.05,2,0.081,13,54,0.9966,3.39,0.57,9.8,-1
7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,-1
9.3,0.32,0.57,2,0.074,27,65,0.9969,3.28,0.79,10.7,-1
9.7,0.32,0.54,2.5,0.094,28,83,0.9984,3.28,0.82,9.6,-1
6.9,0.55,0.15,2.2,0.076,19,40,0.9961,3.41,0.59,10.1,-1
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,-1
8.3,0.61,0.3,2.1,0.084,11,50,0.9972,3.4,0.61,10.2,-1
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,-1
8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,-1
8,0.33,0.53,2.5,0.091,18,80,0.9976,3.37,0.8,9.6,-1
7.3,1.07,0.09,1.7,0.178,10,89,0.9962,3.3,0.57,9,-1
8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,-1
7.9,1.04,0.05,2.2,0.084,13,29,0.9959,3.22,0.55,9.9,-1
7.8,0.56,0.19,2,0.081,17,108,0.9962,3.32,0.54,9.5,-1
5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,-1
8.1,0.67,0.55,1.8,0.117,32,141,0.9968,3.17,0.62,9.4,-1
6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,-1
7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,-1
8.9,0.61,0.49,2,0.27,23,110,0.9972,3.12,1.02,9.3,-1
7.9,0.5,0.33,2,0.084,15,143,0.9968,3.2,0.55,9.5,-1
8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,-1
15,0.21,0.44,2.2,0.075,10,24,1.0001,3.07,0.84,9.2,-1
7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,-1
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,-1
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,-1
7.9,0.33,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3,-1
7,0.975,0.04,2,0.087,12,67,0.99565,3.35,0.6,9.4,1
7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,-1
