7.4,0.66,0,1.8,0.075,13,40,0.9978,3.51,0.56,9.4,-1
7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,-1
7.8,0.61,0.29,1.6,0.114,9,29,0.9974,3.26,1.56,9.1,-1
8.9,0.62,0.18,3.8,0.176,52,145,0.9986,3.16,0.88,9.2,-1
5.2,0.32,0.25,1.8,0.103,13,50,0.9957,3.38,0.55,9.2,-1
7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,-1
8.8,0.61,0.3,2.8,0.088,17,46,0.9976,3.26,0.51,9.3,1
7.5,0.49,0.2,2.6,0.332,8,14,0.9968,3.21,0.9,10.5,-1
8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3,-1
6.8,0.67,0.02,1.8,0.05,5,11,0.9962,3.48,0.52,9.5,-1
8.8,0.66,0.26,1.7,0.074,4,23,0.9971,3.15,0.74,9.2,-1
6.6,0.52,0.04,2.2,0.069,8,15,0.9956,3.4,0.63,9.4,-1
8.6,0.38,0.36,3,0.081,30,119,0.997,3.2,0.56,9.4,-1
7.6,0.51,0.15,2.8,0.11,33,73,0.9955,3.17,0.63,10.2,-1
7.5,0.63,0.12,5.1,0.111,50,110,0.9983,3.26,0.77,9.4,-1
7.8,0.59,0.18,2.3,0.076,17,54,0.9975,3.43,0.59,10,-1
8.8,0.4,0.4,2.2,0.079,19,52,0.998,3.44,0.64,9.2,-1
7.5,0.52,0.16,1.9,0.085,12,35,0.9968,3.38,0.62,9.5,-1
6.6,0.705,0.07,1.6,0.076,6,15,0.9962,3.44,0.58,10.7,-1
7.7,0.69,0.22,1.9,0.084,18,94,0.9961,3.31,0.48,9.5,-1
9.7,0.32,0.54,2.5,0.094,28,83,0.9984,3.28,0.82,9.6,-1
6.2,0.45,0.2,1.6,0.069,3,15,0.9958,3.41,0.56,9.2,-1
6.9,0.55,0.15,2.2,0.076,19,40,0.9961,3.41,0.59,10.1,-1
8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,-1
8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,-1
5,1.02,0.04,1.4,0.045,41,85,0.9938,3.75,0.48,10.5,1
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,-1
6.2,0.63,0.31,1.7,0.088,15,64,0.9969,3.46,0.79,9.3,-1
8.4,0.6,0.1,2.2,0.085,14,111,0.9964,3.15,0.66,9.8,-1
7,0.69,0.08,1.8,0.097,22,89,0.9959,3.34,0.54,9.2,-1
8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,-1
7.3,0.695,0,2.5,0.075,3,13,0.998,3.49,0.52,9.2,-1
8,0.71,0,2.6,0.08,11,34,0.9976,3.44,0.53,9.5,-1
8.1,1.33,0,1.8,0.082,3,12,0.9964,3.54,0.48,10.9,-1
8,0.59,0.16,1.8,0.065,3,16,0.9962,3.42,0.92,10.5,-1
6.1,0.38,0.15,1.8,0.072,6,19,0.9955,3.42,0.57,9.4,-1
5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,-1
5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,-1
5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,-1
7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,-1
7.6,0.68,0.02,1.3,0.072,9,20,0.9965,3.17,1.08,9.2,1
7.4,0.6,0.26,7.3,0.07,36,121,0.9982,3.37,0.49,9.4,-1
7.3,0.59,0.26,7.2,0.07,35,121,0.9981,3.37,0.49,9.4,-1
6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2,-1
6.8,0.63,0.07,2.1,0.089,11,44,0.9953,3.47,0.55,10.4,-1
7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,-1
6.8,0.61,0.2,1.8,0.077,11,65,0.9971,3.54,0.58,9.3,-1
6.7,0.62,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,-1
5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,-1
8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,-1
6.8,0.5,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5,-1
7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2,-1
11,0.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5,-1
8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,-1
7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,-1
7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,-1
8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,-1
9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,-1
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,-1
8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,-1
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,-1
8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3,-1
7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,-1
10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,-1
7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,-1
