7.8,0.88,0,2.6,0.098,25,67,0.9968,3.2,0.68,9.8,-1
7.9,0.6,0.06,1.6,0.069,15,59,0.9964,3.3,0.46,9.4,-1
8.9,0.62,0.19,3.9,0.17,51,148,0.9986,3.17,0.93,9.2,-1
7.6,0.39,0.31,2.3,0.082,23,71,0.9982,3.52,0.65,9.7,-1
7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,-1
8.5,0.49,0.11,2.3,0.084,9,67,0.9968,3.17,0.53,9.4,-1
6.9,0.685,0,2.5,0.105,22,37,0.9966,3.46,0.57,10.6,-1
7.8,0.645,0,5.5,0.086,5,18,0.9986,3.4,0.55,9.6,-1
5.7,1.13,0.09,1.5,0.172,7,19,0.994,3.5,0.48,9.8,1
7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,-1
5.6,0.31,0.37,1.4,0.074,12,96,0.9954,3.32,0.58,9.2,-1
7.3,0.39,0.31,2.4,0.074,9,46,0.9962,3.41,0.54,9.4,-1
6.3,0.3,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3,-1
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,-1
7.2,0.49,0.24,2.2,0.07,5,36,0.996,3.33,0.48,9.4,-1
10.1,0.31,0.44,2.3,0.08,22,46,0.9988,3.32,0.67,9.7,-1
7.3,1.07,0.09,1.7,0.178,10,89,0.9962,3.3,0.57,9,-1
9,0.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4,-1
8.2,1.33,0,1.7,0.081,3,12,0.9964,3.53,0.49,10.9,-1
7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,-1
8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,-1
5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,-1
7.3,0.55,0.03,1.6,0.072,17,42,0.9956,3.37,0.48,9,1
7.5,0.705,0.24,1.8,0.36,15,63,0.9964,3,1.59,9.5,-1
8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,-1
7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,-1
7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,-1
7.7,0.705,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7,-1
7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5,-1
8.2,0.5,0.35,2.9,0.077,21,127,0.9976,3.23,0.62,9.4,-1
7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,-1
7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,-1
9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,-1
7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4,-1
11.6,0.44,0.64,2.1,0.059,5,15,0.998,3.21,0.67,10.2,-1
8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,-1
7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,-1
6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,-1
6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,-1
12,0.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9,-1
7.7,0.53,0.06,1.7,0.074,9,39,0.99615,3.35,0.48,9.8,-1
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,-1
11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5,-1
7.9,0.33,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3,-1
7,0.975,0.04,2,0.087,12,67,0.99565,3.35,0.6,9.4,1
8.1,0.87,0,3.3,0.096,26,61,1.0003,3.6,0.72,9.8,1
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,-1
11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,-1
7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,-1
7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,-1
8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,-1
10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,-1
10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,-1
