7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8,-1
11.2,0.28,0.56,1.9,0.075,17,60,0.998,3.16,0.58,9.8,-1
7.4,0.66,0,1.8,0.075,13,40,0.9978,3.51,0.56,9.4,-1
7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,-1
7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,-1
5.6,0.615,0,1.6,0.089,16,59,0.9943,3.58,0.52,9.9,-1
8.5,0.28,0.56,1.8,0.092,35,103,0.9969,3.3,0.75,10.5,-1
8.5,0.49,0.11,2.3,0.084,9,67,0.9968,3.17,0.53,9.4,-1
6.9,0.685,0,2.5,0.105,22,37,0.9966,3.46,0.57,10.6,-1
8.3,0.655,0.12,2.3,0.083,15,113,0.9966,3.17,0.66,9.8,-1
5.7,1.13,0.09,1.5,0.172,7,19,0.994,3.5,0.48,9.8,1
7.7,0.935,0.43,2.2,0.114,22,114,0.997,3.25,0.73,9.2,-1
5.6,0.31,0.37,1.4,0.074,12,96,0.9954,3.32,0.58,9.2,-1
8.8,0.66,0.26,1.7,0.074,4,23,0.9971,3.15,0.74,9.2,-1
7.6,0.51,0.15,2.8,0.11,33,73,0.9955,3.17,0.63,10.2,-1
7.7,0.69,0.22,1.9,0.084,18,94,0.9961,3.31,0.48,9.5,-1
6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1,-1
7.4,0.5,0.47,2,0.086,21,73,0.997,3.36,0.57,9.1,-1
6.3,0.3,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3,-1
7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,-1
7,0.62,0.08,1.8,0.076,8,24,0.9978,3.48,0.53,9,-1
7.9,0.52,0.26,1.9,0.079,42,140,0.9964,3.23,0.54,9.5,-1
4.7,0.6,0.17,2.3,0.058,17,106,0.9932,3.85,0.6,12.9,-1
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,-1
7.8,0.41,0.68,1.7,0.467,18,69,0.9973,3.08,1.31,9.3,-1
8.4,0.6,0.1,2.2,0.085,14,111,0.9964,3.15,0.66,9.8,-1
7.3,0.695,0,2.5,0.075,3,13,0.998,3.49,0.52,9.2,-1
8.1,1.33,0,1.8,0.082,3,12,0.9964,3.54,0.48,10.9,-1
5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,-1
6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,-1
5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,-1
5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,-1
8.2,0.4,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5,-1
7.3,0.33,0.47,2.1,0.077,5,11,0.9958,3.33,0.53,10.3,-1
7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,-1
7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,-1
