7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8,-1
7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10,-1
7.4,0.59,0.08,4.4,0.086,6,29,0.9974,3.38,0.5,9,1
7.9,0.32,0.51,1.8,0.341,17,56,0.9969,3.04,1.08,9.2,-1
6.9,0.4,0.14,2.4,0.085,21,40,0.9968,3.43,0.63,9.7,-1
7.6,0.41,0.24,1.8,0.08,4,11,0.9962,3.28,0.59,9.5,-1
7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,-1
7.1,0.71,0,1.9,0.08,14,35,0.9972,3.47,0.55,9.4,-1
7.8,0.6,0.14,2.4,0.086,3,15,0.9975,3.42,0.6,10.8,-1
7.7,0.62,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5,-1
7,0.735,0.05,2,0.081,13,54,0.9966,3.39,0.57,9.8,-1
7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,-1
7.7,0.67,0.23,2.1,0.088,17,96,0.9962,3.32,0.48,9.5,-1
8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,-1
6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1,-1
7.4,0.5,0.47,2,0.086,21,73,0.997,3.36,0.57,9.1,-1
7.9,0.52,0.26,1.9,0.079,42,140,0.9964,3.23,0.54,9.5,-1
6.8,0.775,0,3,0.102,8,23,0.9965,3.45,0.56,10.7,-1
8.3,0.61,0.3,2.1,0.084,11,50,0.9972,3.4,0.61,10.2,-1
7.8,0.41,0.68,1.7,0.467,18,69,0.9973,3.08,1.31,9.3,-1
8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,-1
7.9,1.04,0.05,2.2,0.084,13,29,0.9959,3.22,0.55,9.9,-1
6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,-1
6.8,0.6,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3,-1
7.6,0.95,0.03,2,0.09,7,20,0.9959,3.2,0.56,9.6,-1
7.5,0.52,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5,-1
8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,-1
8.9,0.61,0.49,2,0.27,23,110,0.9972,3.12,1.02,9.3,-1
7.2,0.73,0.02,2.5,0.076,16,42,0.9972,3.44,0.52,9.3,-1
8.9,0.31,0.57,2,0.111,26,85,0.9971,3.26,0.53,9.7,-1
6.4,0.37,0.25,1.9,0.074,21,49,0.9974,3.57,0.62,9.8,-1
7,0.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,-1
12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,-1
8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1,-1
7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,-1
7.4,0.53,0.26,2,0.101,16,72,0.9957,3.15,0.57,9.4,-1
8.9,0.59,0.5,2,0.337,27,81,0.9964,3.04,1.61,9.5,-1
7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,-1
15,0.21,0.44,2.2,0.075,10,24,1.0001,3.07,0.84,9.2,-1
7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,-1
7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,-1
8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,-1
9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,-1
6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,-1
7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,-1
11.8,0.26,0.52,1.8,0.071,6,10,0.9968,3.2,0.72,10.2,-1
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,-1
10.9,0.37,0.58,4,0.071,17,65,0.99935,3.22,0.78,10.1,-1
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,-1
7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,-1
8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,-1
10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,-1
6.9,0.67,0.06,2.1,0.08,8,33,0.99845,3.68,0.71,9.6,-1
8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,-1
7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,-1
9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,-1
7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,-1
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,-1
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,-1
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,-1
12.4,0.49,0.58,3,0.103,28,99,1.0008,3.16,1,11.5,-1
12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,-1
10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,-1
11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,-1
9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,-1
13.5,0.53,0.79,4.8,0.12,23,77,1.0018,3.18,0.77,13,-1
11.5,0.41,0.52,3,0.08,29,55,1.0001,3.26,0.88,11,-1
10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7,-1
10.3,0.34,0.52,2.8,0.159,15,75,0.9998,3.18,0.64,9.4,-1
7.4,0.55,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,-1
9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,-1
5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,-1
6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,-1
11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,-1
12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8,-1
10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,-1
9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,-1
11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,-1
6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,-1
9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,-1
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,-1
