7.8,0.88,0,2.6,0.098,25,67,0.9968,3.2,0.68,9.8,-1
7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10,-1
7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,-1
7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,-1
7.8,0.61,0.29,1.6,0.114,9,29,0.9974,3.26,1.56,9.1,-1
6.9,0.4,0.14,2.4,0.085,21,40,0.9968,3.43,0.63,9.7,-1
6.9,0.685,0,2.5,0.105,22,37,0.9966,3.46,0.57,10.6,-1
7.5,0.49,0.2,2.6,0.332,8,14,0.9968,3.21,0.9,10.5,-1
4.6,0.52,0.15,2.1,0.054,8,65,0.9934,3.9,0.56,13.1,1
7.7,0.935,0.43,2.2,0.114,22,114,0.997,3.25,0.73,9.2,-1
5.6,0.31,0.37,1.4,0.074,12,96,0.9954,3.32,0.58,9.2,-1
8.8,0.66,0.26,1.7,0.074,4,23,0.9971,3.15,0.74,9.2,-1
6.6,0.52,0.04,2.2,0.069,8,15,0.9956,3.4,0.63,9.4,-1
7.6,0.51,0.15,2.8,0.11,33,73,0.9955,3.17,0.63,10.2,-1
7.7,0.62,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5,-1
10.2,0.42,0.57,3.4,0.07,4,10,0.9971,3.04,0.63,9.6,-1
6.6,0.705,0.07,1.6,0.076,6,15,0.9962,3.44,0.58,10.7,-1
9.3,0.32,0.57,2,0.074,27,65,0.9969,3.28,0.79,10.7,-1
7.7,0.67,0.23,2.1,0.088,17,96,0.9962,3.32,0.48,9.5,-1
9.7,0.32,0.54,2.5,0.094,28,83,0.9984,3.28,0.82,9.6,-1
8.3,0.625,0.2,1.5,0.08,27,119,0.9972,3.16,1.12,9.1,1
7.8,0.43,0.7,1.9,0.464,22,67,0.9974,3.13,1.28,9.4,-1
7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,-1
5,1.02,0.04,1.4,0.045,41,85,0.9938,3.75,0.48,10.5,1
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,-1
8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,-1
7.8,0.41,0.68,1.7,0.467,18,69,0.9973,3.08,1.31,9.3,-1
8.4,0.6,0.1,2.2,0.085,14,111,0.9964,3.15,0.66,9.8,-1
9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,-1
8.1,1.33,0,1.8,0.082,3,12,0.9964,3.54,0.48,10.9,-1
8,0.745,0.56,2,0.118,30,134,0.9968,3.24,0.66,9.4,-1
7.9,1.04,0.05,2.2,0.084,13,29,0.9959,3.22,0.55,9.9,-1
6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,-1
9.2,0.52,1,3.4,0.61,32,69,0.9996,2.74,2,9.4,1
7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,-1
