11.2,0.28,0.56,1.9,0.075,17,60,0.998,3.16,0.58,9.8,-1
7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,-1
7.8,0.58,0.02,2,0.073,9,18,0.9968,3.36,0.57,9.5,-1
5.6,0.615,0,1.6,0.089,16,59,0.9943,3.58,0.52,9.9,-1
8.5,0.28,0.56,1.8,0.092,35,103,0.9969,3.3,0.75,10.5,-1
8.1,0.56,0.28,1.7,0.368,16,56,0.9968,3.11,1.28,9.3,-1
6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1,-1
4.6,0.52,0.15,2.1,0.054,8,65,0.9934,3.9,0.56,13.1,1
7.7,0.935,0.43,2.2,0.114,22,114,0.997,3.25,0.73,9.2,-1
8.7,0.29,0.52,1.6,0.113,12,37,0.9969,3.25,0.58,9.5,-1
6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,-1
10.2,0.42,0.57,3.4,0.07,4,10,0.9971,3.04,0.63,9.6,-1
7.7,0.69,0.49,1.8,0.115,20,112,0.9968,3.21,0.71,9.3,-1
7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,-1
7.5,0.52,0.11,1.5,0.079,11,39,0.9968,3.42,0.58,9.6,-1
9.3,0.32,0.57,2,0.074,27,65,0.9969,3.28,0.79,10.7,-1
8,0.705,0.05,1.9,0.074,8,19,0.9962,3.34,0.95,10.5,-1
7.7,0.63,0.08,1.9,0.076,15,27,0.9967,3.32,0.54,9.5,-1
8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,1
8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,-1
7.8,0.43,0.7,1.9,0.464,22,67,0.9974,3.13,1.28,9.4,-1
7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,-1
8.6,0.49,0.29,2,0.11,19,133,0.9972,2.93,1.98,9.8,-1
4.7,0.6,0.17,2.3,0.058,17,106,0.9932,3.85,0.6,12.9,-1
7,0.5,0.25,2,0.07,3,22,0.9963,3.25,0.63,9.2,-1
7.8,0.5,0.3,1.9,0.075,8,22,0.9959,3.31,0.56,10.4,-1
8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,-1
8.4,0.62,0.09,2.2,0.084,11,108,0.9964,3.15,0.66,9.8,-1
9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,-1
8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10,-1
7.8,0.56,0.12,2,0.082,7,28,0.997,3.37,0.5,9.4,-1
7.8,0.5,0.17,1.6,0.082,21,102,0.996,3.39,0.48,9.5,-1
8,0.745,0.56,2,0.118,30,134,0.9968,3.24,0.66,9.4,-1
5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,-1
6.6,0.5,0.01,1.5,0.06,17,26,0.9952,3.4,0.58,9.8,-1
8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,-1
6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,-1
8.1,0.67,0.55,1.8,0.117,32,141,0.9968,3.17,0.62,9.4,-1
7.6,0.49,0.26,1.6,0.236,10,88,0.9968,3.11,0.8,9.3,-1
9.2,0.52,1,3.4,0.61,32,69,0.9996,2.74,2,9.4,1
7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,-1
7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,-1
7.1,0.68,0,2.2,0.073,12,22,0.9969,3.48,0.5,9.3,-1
8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,-1
8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,-1
7.9,0.5,0.33,2,0.084,15,143,0.9968,3.2,0.55,9.5,-1
