7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,-1
7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,-1
6.7,0.58,0.08,1.8,0.097,15,65,0.9959,3.28,0.54,9.2,-1
8.9,0.22,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,-1
6.3,0.39,0.16,1.4,0.08,11,23,0.9955,3.34,0.56,9.3,-1
7.8,0.645,0,2,0.082,8,16,0.9964,3.38,0.59,9.8,-1
8.3,0.655,0.12,2.3,0.083,15,113,0.9966,3.17,0.66,9.8,-1
6.9,0.605,0.12,10.7,0.073,40,83,0.9993,3.45,0.52,9.4,-1
8.1,0.38,0.28,2.1,0.066,13,30,0.9968,3.23,0.73,9.7,-1
6.4,0.4,0.23,1.6,0.066,5,12,0.9958,3.34,0.56,9.2,-1
6.8,0.785,0,2.4,0.104,14,30,0.9966,3.52,0.55,10.7,-1
8.3,0.625,0.2,1.5,0.08,27,119,0.9972,3.16,1.12,9.1,1
7.3,0.67,0.26,1.8,0.401,16,51,0.9969,3.16,1.14,9.4,-1
9.3,0.39,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5,-1
7,0.62,0.08,1.8,0.076,8,24,0.9978,3.48,0.53,9,-1
7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,-1
7.6,0.9,0.06,2.5,0.079,5,10,0.9967,3.39,0.56,9.8,-1
8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,-1
8,0.33,0.53,2.5,0.091,18,80,0.9976,3.37,0.8,9.6,-1
8.1,0.785,0.52,2,0.122,37,153,0.9969,3.21,0.69,9.3,-1
7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,-1
7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,-1
8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,-1
8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,-1
7.2,0.415,0.36,2,0.081,13,45,0.9972,3.48,0.64,9.2,-1
7.8,0.56,0.19,2,0.081,17,108,0.9962,3.32,0.54,9.5,-1
8.2,0.4,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5,-1
7.3,0.33,0.47,2.1,0.077,5,11,0.9958,3.33,0.53,10.3,-1
7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,-1
7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,-1
7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,-1
7.8,0.53,0.04,1.7,0.076,17,31,0.9964,3.33,0.56,10,-1
7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,-1
7.9,0.885,0.03,1.8,0.058,4,8,0.9972,3.36,0.33,9.1,1
7.4,0.62,0.05,1.9,0.068,24,42,0.9961,3.42,0.57,11.5,-1
6.9,0.5,0.04,1.5,0.085,19,49,0.9958,3.35,0.78,9.5,-1
7.4,0.39,0.48,2,0.082,14,67,0.9972,3.34,0.55,9.2,-1
6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5,-1
7.3,0.58,0.3,2.4,0.074,15,55,0.9968,3.46,0.59,10.2,-1
11.5,0.3,0.6,2,0.067,12,27,0.9981,3.11,0.97,10.1,-1
12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,-1
7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7,-1
8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,1
6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,-1
5.2,0.48,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,-1
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,-1
7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,-1
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,-1
